id,genre,genre_score,document,reference_summary
36269210,sport,0.7096229195594788,"Attendances have fallen in recent years since the Premiership side moved from Edgeley Park in Stockport to AJ Bell Stadium in Barton in 2012.
Sale have moved home games back to Friday nights for the upcoming season.
""I think there is some rebuilding to do because I think people in the early days of moving have had a pretty poor experience,"" Cotton told BBC Sport.
""That could be queuing up on a motorway, couldn't get away from the stadium, couldn't buy a drink at the ground. Listening to the things we're going to do to change that, if people come down from now they will find a very different experience.
""The infrastructure is still well away from where it needs to be but there are plans to develop that.""
Cotton, 69, a former England and British and Irish Lions prop returned to Sale - a club he served as both a player and director - after Simon Orange's takeover of the Premiership side in June.
He has promised to be active in his role, despite his commitments with his clothing business.
""What I really want to see is a very strong north of England club that can compete at the highest level,"" he added.
""That is my motivation for giving up the precious thing that I have got, and that is my time.
""I think what was lacking before was that the board weren't very often represented at games home and away, and I think that is very wrong - board members will travel to away games and home games.""
One of the standout announcements from Sale's new 10-man board was that director of rugby Steve Diamond will have a seat on it.
However, Cotton insists there will be no conflict of interest with a member of the coaching staff also working as a director.
""It will put no strain whatsoever on the relationship, we're here to support him,"" Cotton continued.
""We'll be working very closely with Diamond to make sure we can achieve the ambition which we all hold - if we went down we'd still be with them.""
Diamond also confirmed they are close to signing a new full-back and are still looking for another player to add to their backline, with former Bath and London Welsh winger Nick Scott on trial with the club.",New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.
38128851,business,0.30086249113082886,"The film about a princess's mythical journey in ancient Polynesia took an estimated $81.1m (£65.3m) on its debut.
That makes it the second-highest Thanksgiving debut of all time, behind Disney's Frozen, which took $93.6m (£75.3m) on its release in 2013.
Some observers have said that Moana and its merchandise are appropriating Pacific Island culture.
Disney withdrew a children's costume promoting the film after activists branded it ""brownface"", or mocking of their culture by stereotyping.
The costume, a full-body suit with brown skin, traditional tattoos, grass skirt and bone necklace, represented the character Maui, considered a demi-god and ancestor by many Polynesians.
Disney said it regretted any offence.
JK Rowling's Fantastic Beasts and Where to Find Them fell to second on the US chart, taking $65.8m (£53m).
Gossip surrounding Brad Pitt's marriage break-up failed to spark a huge amount of interest in his World War Two romance Allied, which also stars Marion Cotillard.
It took $18m (£14.4m) over the long weekend, having cost $85m (£68.5m) to make, landing in fourth spot behind Doctor Strange.
Kyle Davies, Paramount's head of domestic distribution, said the film appealed to ""older audiences"" but noted those ""don't storm the theatres [on] weekend one"".
""I think they're going to take their time,"" he added.
Warren Beatty fared worse - his first film in 15 years, the 1950s Hollywood comedy Rules Don't Apply, took just $2.2m (£1.7m). The film is Beatty's first directed feature since 1998's Bulworth.
Bad Santa 2, released 13 years after the original and again starring Billy Bob Thornton, did a little better, taking $9m (£7.3m).
Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.",Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.
36852433,sport,0.36914363503456116,"The third seed, who received a bye in the first round, beat the American wildcard 6-3 6-1 in just over an hour.
Konta, the world number 18, hit 11 aces on her way to a comfortable victory.
The 25-year-old will play China's Saisai Zheng, who beat Alize Cornet in her second-round match, in the last eight on Friday.",British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.
32188366,tech,0.29301702976226807,"It happened on the Linn Road in the town at about 14:05 BST on Sunday.
The two men have been taken to hospital for treatment for their injuries.
Police have appealed for anyone with information about the attack to contact them.","Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet."
30632453,tech,0.3125516474246979,"They made the connection on an expedition to the boy's village, Meliandou.
They took samples and chatted to locals to find out more about Ebola's source.
The team's findings are published in EMBO Molecular Medicine.
Meliandou is a small village of 31 houses.
It sits deep within the Guinean forest region, surrounded by towering reeds and oil palm cultivations - these are believed to have attracted the fruit bats carrying the virus passed on to Emile.
During their four-week field trip in April 2014, Dr Fabian Leendertz and colleagues found a large tree stump situated about 50m from Emile's home.
Villagers reported that children used to play frequently in the hollow tree.
Emile - who died of Ebola in December 2013 - used to play there, according to his friends.
The villagers said that the tree burned on March 24, 2014 and that once the tree caught fire, there issued a ""rain of bats"".
A large number of these insectivorous free-tailed bats - Mops condylurus in Latin - were collected by the villagers for food, but disposed of the next day after a government-led ban on bushmeat consumption was announced.
While bushmeat is thought to be a possible source of Ebola, the scientists believe it didn't trigger the outbreak.
Instead, it was Emile's exposure to the bats and their droppings as he played with his friends in the hollowed tree.
The scientists took and tested ash samples from the tree and found DNA traces that were a match for the animals.
While they were unable to test any of the bushmeat that the villagers had disposed of, they captured and tested any living bats they could find in and around Meliandou.
No Ebola could be detected in any of these hundred or so animals, however.
But previous tests show this species of bat can carry Ebola.
Dr Leendertz, from the Robert Koch Institute in Germany, and his colleagues say this must be a pretty rare occurrence though.
Dr Leendertz said: ""That is also obvious when you think about how many tonnes of bat meat is consumed every year.
""If more bats carried the virus, we would see outbreaks all the time.""
He says it is vital to find out more about the bats.
""They have moved into human settlements. They do not just live in the trees but also under the roofs of houses in the villages.
""The Ebola virus must jump through colonies from bat to bat, so we need to know more.""
But culling the animals is not the answer.
""We need to find ways to live together with the wildlife. These bats catch insects and pests, such as mosquitoes. They can eat about a quarter of their body weight in insects a day.
""Killing them would not be a solution. You would have more malaria.""","The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists."
38597885,sport,0.6436809301376343,"Bingham, who won the World Championship in 2015, reached the semi-finals of the 2016 event before being knocked out by eventual winner Ronnie O'Sullivan.
The 39-year-old told BBC Essex he would play in this year's tournament if his wife gives birth before his first-round game against Joe Perry on Monday.
""The only question I'd ask myself is if she actually went on the day,"" he said.
""Obviously it could happen and even now I still haven't got an answer to that question. I'd have to talk it over with my wife and see where we go.""
Bingham, the current world number two, said his wife has been supportive in wanting him to play at the tournament, which gets under way on Sunday.
He continued: ""She's had two previous babies and she's been in labour for 10 hours, so obviously if that's the case then I've got a bit of time to 'pot some balls and hurry up' sort of thing.
""As I say, we need to talk the next day or two because we thought it'd be out by now.
""But being the stubborn Little Miss Bingham it's going to be, I think she's a bit too comfortable in my missus' belly.""",Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.
38966888,business,0.5130552053451538,"The cabinet considered an urgent report on Tuesday and voted to remove the section from the pavilion to the seaward end.
The report said because of the risk of further collapse, the council could not wait for consent to begin work, as is usually the case for a listed building.
Work on the ""dangerous"" structure is expected to take about three weeks.
Parts of the Grade ll pier, which was already closed to the public when it gave way on 1 February, will be saved, catalogued and stored.
Iwan Davies, chief executive of the council, told the meeting: ""The dangerous nature of the structure means dismantling it is dangerous.""
Up to Â£650,000 has been set aside for the work but councillors were told there was no way of knowing how much it would cost.","Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided."
23606507,politics,0.357970267534256,"The Â£21.5m Castle Mill development at Port Meadow, by the River Thames, has been widely criticised as ugly and spoiling the view of Oxford's skyline.
The Campaign to Protect Rural England (CPRE) will put its case to a High Court judge on 23 October.
The five-storey university blocks provide 439 accommodation units.
The flats overlook a Site of Special Scientific Interest and a Scheduled Ancient Monument.
CPRE is seeking the judicial review on the basis of Oxford City Council not carrying out an environmental impact assessment.
The council has said the challenge was late as the housing had already been built, and it believed the group's claims were unfounded.
Helen Marshall, director of CPRE Oxfordshire, said the West Area Planning Committee ""should under no circumstances be rushed into making further poor decisions"".
""We are not yet convinced that the planning condition on contamination has been met,"" she added.
""And the mitigation proposals currently suggested by the university are woefully inadequate to counteract the devastating impact of the buildings on Port Meadow and Oxford's historic skyline.
""A few trees growing to approximately half the height of the buildings in 15 years' time will not meet the brief of 'hiding the buildings in summer and softening their impact in winter'
""Key issues such as the height of the buildings and light pollution still need to be addressed.""
A University of Oxford spokesman said it had ""thought carefully"" about how best to mitigate the impact of the buildings.
""Some measures have already been put in place, and discussions with the city council and others are ongoing about what more we can do,"" he added.
""The University will be making representations at the interim hearing in October on the procedural issues raised by the challenge.
""In the meantime, we intend to finish and occupy the buildings by the start of the next academic year in October as planned.""
The city council said last month it was carrying out an independent review into the case.
An online petition against the development on Roger Dudman Way has attracted more than 3,000 signatures.",A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.
39055714,business,0.40129315853118896,"Dave Baker, of the Olympus Trust which operates near Bristol, said government cuts had left it at ""crisis point"".
Parents described the funding problem as ""diabolical"". A union said the idea was ""terrible"" but families deserved to know the truth about funding.
A Department for Education (DfE) spokesman said new funding plans would increase the trust's budget by 2.4%.
The Olympus Trust runs one secondary, one all-through school and five primary academies in South Gloucestershire, to the north of Bristol.
In the letter Mr Baker warned parents of the ""unthinkable"" decisions the trust could be forced to make from September.
These include shortening the school day ""because we cannot afford to staff lessons for the whole week"".
Other proposals are cutting teaching and support jobs within the schools, increasing class sizes and reducing the curriculum.
The letter also says parents may be asked to make regular financial contributions to supplement school funding.
Mr Baker said South Gloucestershire was one of the five worst-funded local authorities so had less reserves to draw upon.
Beckie Morton, a parent of two daughters at Charlborough Road Primary School, is anxious about the impact any cuts will have on her girls, aged 10 and seven.
She said: ""It's shocking - I don't know what I'd do work-wise if they shortened the school day.
""If they do this, all that will be left is the lessons and no extra support for pupils.
""My eldest daughter suffers panic attacks and has received a lot of pastoral care - this will have a massive impact on her final year there.""
Natalie, who has a son attending at Bradley Stoke Community School, called the proposals ""diabolical"".
She said: ""At the moment we are hoping to have a special needs support worker for my son and if they cut funding he won't have that.
""I don't blame the school, they are trying their best.""
In December, the government announced the biggest shake-up of school funding for decades.
The DfE said the current system was ""unfair, opaque and outdated"" and the changes would see more than half of England's schools get more cash.
""We recognise that schools are facing cost pressures, which is why we will continue to provide support to help them use their funding in cost-effective ways, including improving the way they buy goods and services, soâ€Ž they get the best possible value. ""
Kevin Courtney, chair of the National Union of Teachers (NUT), said schools were still facing an 8% reduction in spending power.
He said: ""All schools in England will have less money in real terms per pupil in 2020 than they do now.
""This cash they talk about doesn't keep pace with spending pressures on schools.
""The proposals Mr Baker has mentioned are terrible and none of them should happen, but parents deserve to know the truth about the position schools are in.""
The consultation on the new formula runs until 22 March 2017.",Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.
35485785,politics,0.3919752538204193,"Many developing countries will try to curb carbon emissions by setting aside forested areas as reserves.
But experts are worried that creating national parks often involves removing the people who live in these areas.
The study indicated designating forest reserves in Liberia and the Democratic Republic of Congo could displace as many as 1.3 million people.
With funding from Norway, Liberia has proposed 30% of their forests become protected areas by 2020.
DR Congo, funded by Germany and the Global Environmental Facility, aims to set aside 12-15% of their forested lands.
Consultants TMP Systems concluded:
""Governments have targets to expand their protected areas, and now with new climate funding being available the risk is they will use this to expand in a way that doesn't respect local rights,"" said Andy White, from the Rights and Resources Initiative, the campaign group that sponsored the research.
""It could result in the displacement of millions of people.""
Analysts say that this type of displacement has already happened in sub-Saharan Africa, South East Asia and Latin America, and sometimes caused violent conflict.
""I don't think the international community wants to displace rural dwellers in Liberia - but I think if we go about it in the way we are talking about it right now, that is going to be the result,"" said Constance Teague, from Liberia's Sustainable Development Institute.
""We need to recognise that indigenous communities respect the forest and they have worked on [it] for hundreds of years.
""It may not look like what the international community may expect, but this effort to conserve the land does exist.""
Liberia had the largest forest space left in West Africa, largely because of the indigenous communities, she added.
The report also looks into the costs of compensating people for the loss of their lands in both Liberia and DR Congo, which range from $200m (Â£137m) to more than Â£1bn.
The main argument for setting up reserves is to:
And Mr White said: ""We need to make evidence available that makes it clear that the woods are full of people, and it makes more sense to help them rather than kick them out.
""Where indigenous peoples rights are protected, and they are able to use their forests for their own livelihoods, they have more carbon per hectare than protected areas.
""They are active protectors, you don't have to pay a park guard, because they protect their forests, and that is what the world needs.""
Some 1.5 billion indigenous people inhabit or claim most of the land in the world - but, according to a study released last year, they have legal rights to just 10%.
Follow Matt on Twitter @mattmcgrathbbc and on Facebook.","The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis."
34001040,tech,0.3972059190273285,"On Thursday, a human skull was found alongside the M54 slip road by workers doing a survey of the junction four roundabout, near Telford.
Police confirmed the skull was that of an adult male and had been there for at least two years.
West Mercia Police said ""further skeletal remains"" were found close to the skull.
The eastbound entry slip road remains partially closed.
Det Chief Insp Neil Jamieson said: ""We are in the very early stages of this investigation and inquiries are ongoing.""
He said further forensic examinations and excavations were being carried out and police had been in contact with neighbouring forces asking for information about people who had been reported missing.
Archaeological experts may be called in to help with the investigation.
""This will be a lengthy process but we will continue to update the public in due course,"" he added.","More human remains have been found near a motorway slip road in Shropshire, police have said."
37066389,sport,0.5809410214424133,"Media playback is not supported on this device
Dusmatov, 23, was awarded a unanimous points victory - two judges scoring the fight 30-27, and one 29-28.
Martinez, 24, is the first Olympic boxing finalist from Colombia.
The United States' Nico Hernandez, 20, and 19-year-old Cuban world champion Joahnys Argilagos took bronze after losing in the semi-finals.
Find out how to get into boxing with our special guide.
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.
36369346,business,0.3834262192249298,"The University and College Union says the 1.1% rise offered by the universities is ""an insult"".
But the Universities and Colleges Employers Association said the walkout was ""disappointing given the very good pay offer"".
Unions representing university support staff are balloting on the offer, with strike action possible in the autumn.
UCU says its members have suffered a real-terms pay cut of 14.% since 2009 and complains the squeeze on staff salaries has come as university leaders enjoyed hefty increases.
""A 1.1% pay offer is an insult to hardworking staff, especially in light of the 5% pay rise vice-chancellors have enjoyed while holding down staff pay,"" said general secretary Sally Hunt.
""Industrial action which impacts on students is never taken lightly, but members feel that they have been left with no alternative.
""If the employers wish to see a swift end to this dispute, and avoid further disruption, they need to come back to the table with a much-improved offer.""
Summer exams are still running at some universities, though many have finished.
A spokesman for the employers anticipated only ""minor impact and minimal student disruption"".
""Even for examinations which are still taking place at some higher education institutions, more than nine out of 10 report that a no to low impact is anticipated,"" said the spokesman.
""We would like to see the UCU consulting its members on the final offer.""
The employers say the offer is ""at, and, for some, beyond, a limit of affordability for higher education institutions and the very best offer that will be available this year"".
They maintain the weighting of the offer means the worst paid university staff will get a rise of more than 5%.
They say they have also offered talks on zero-hours contracts and on improving lower pay for female academics.
But UCU says it rejected the 1.1% offer as it was only a marginal improvement on the original 1% on which it had balloted members.
Ballots of university support staff represented by Unison and Unite are also under way on the improved offer, with both unions recommending it be rejected.
Any action would take place during the autumn term, said a Unison spokeswoman.
UCU is planning strike rallies in:
Staff are also working to contract from Wednesday - refusing to set extra work, cover for absent colleagues or work overtime.","University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute."
28042625,business,0.2790607213973999,"The government has ""called in"" proposals to shut St Joseph's Primary in Milngavie near Glasgow.
The council plans to build a new denominational primary in nearby Bearsden - replacing both St Joseph's and the school on the site at present.
Parents at St Joseph's and the Catholic Church have been fighting the plan.
East Dunbartonshire Council plans to merge St Joseph's Primary with St Andrew's Primary in neighbouring Bearsden.
The merged school would be sited in a new building on the current St Andrew's Primary School site.
When the Scottish government calls in any proposal to close a school, it examines the process followed by the council and the information used to reach the decision.
But it cannot simply overturn a decision because it disagrees with it.
A letter informing the council of the government's decision said ministers were concerned by allegations the council's consultation document contained inaccurate information.
It also said concerns raised by Education Scotland may not have been fully addressed by the council in the consultation.
A spokesman for the parents at St Joseph's said: ""Parents are delighted that the Scottish government has decided to call this process in.
""It is now clear that the way East Dunbartonshire Council has conducted this process has more holes than a colander.
""We believe and ministers appear to agree that our children will receive the best possible education in their own community.""
Council leader Rhonda Gheekie said: ""This is a complex process and it's understandable that the Scottish government wants to investigate the proposal further.
""We welcome the same opportunity to explain in greater detail the educational benefits that we believe will come from our proposal to build a new £9m denominational primary school for Bearsden and Milngavie.
""We understand the significance of any new school build for the local community and what we all have in common is that we want to get it right to ensure the best possible future education for the young people in the area.""
The council said its proposals were part of its Primary School Improvement Programme to modernise the primary school estate. This aims to deliver state of the art primary schools which are better for pupils and cheaper to run and maintain.
Ms Geekie added: ""The council must save a further £20m from its budget over the next three years. On top of the £40m we have already saved, doing nothing in terms of our school estate to help address this was never an option.
""We have to ensure that our school buildings are as cost-effective as they can possibly be to ensure that we are getting value for money from our budget spending.""
Meanwhile, the council's plan to close two primary schools in Kirkintilloch and establish a new £7m school to replace them are to go ahead.
The new school there is expected to open in 2016 or 2017.",Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.
34787804,sport,0.7225967645645142,"The man known as Kazu, or 'King Kazu' by some fans, will stay with the second division side past his 49th birthday.
Kazuyoshi first played for Brazilian side Santos in 1986, so his deal will see his career span over 30 years.
""I'm thankful to the club staff and supporters who always offer me support,"" said Miura, who scored 55 goals in 89 appearances for Japan.
""I'll continue to give everything I have and strive,"" added the former Genoa and Dinamo Zagreb striker.
Perhaps unsurprisingly, Miura holds the record as the oldest scorer in Japanese football - a winner in a second division match four months after his 48th birthday.
He was particularly prolific in guiding Japan to the 1998 World Cup, scoring 14 goals in qualifying, and last played for the national side in 2000.
His career, which started when he moved to Brazil to play youth football aged 15, is one of the longest in football history.
Last week ex-England striker Teddy Sheringham registered himself as a player for Stevenage - where he is manager - at the age of 49 but opted out of playing in a local cup competition.",Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.
40543846,politics,0.5184640288352966,"The security forces are reported to have used tear gas against stone-throwing protesters.
They also surrounded the hometown of Burhan Wani, 22, who was killed fighting Indian troops last year.
Separately seven people are reported to have been killed in shelling across the Line of Control that divides Indian and Pakistani-administered Kashmir.
Officials on the Pakistani side told Reuters that five people died in Indian shelling, while Indian officials say two people were killed by Pakistani fire.
There has been an armed revolt in the Muslim-majority region against rule by India since 1989, although violence has waned in recent years.
The disputed region is claimed by both India and Pakistan in its entirety. India blames Pakistan for fuelling the unrest, a claim denied by Islamabad.
Burhan Wani is credited with reviving the image of militancy in Muslim-majority Indian-administered Kashmir, becoming a figurehead for young people.
Saturday's violence started as people tried to walk to his home in Tral - where he died in a shootout with the army last July.
His death led to a wave of protests during which dozens of people were killed.
The Indian authorities imposed heavy restrictions in the Kashmir valley for the anniversary, stopping internet access and sealing off Tral.
There have also been reports of army personnel being injured in a militant attack overnight on Friday.",Clashes have broken out in Indian-administered Kashmir on the anniversary of the killing of a militant leader.
36607475,business,0.5941169857978821,"A Leave vote was always seen as more likely to generate significant disturbances in the financial world.
For that reason it is also the result which was thought more likely to pose a headache for the world's central banks.
There have already been statements from some that they are prepared to act to maintain financial stability.
There are two potential issues they might want to respond to in the short term: the stability of the (commercial) banks and swings in exchange rates.
With the banks there is a possibility of a general rise in risk aversion, and some might have difficulty borrowing in the inter-bank market. The ultimate danger from that is that they might be unable to make debt payments as they come due.
Central banks can address that by lending them extra money (liquidity). In the UK the Bank of England has already been doing this ahead of the referendum, hoping to ensure that there is sufficient liquidity already in place. The Bank has said it ""will continue to monitor market conditions carefully and keep its operations under review"".
Other central banks will be ready to take similar action if they think it's needed.
What if the strains show up in terms of foreign currency liquidity - say an Italian bank needing quick access to Swiss francs?
There are arrangements known as swap lines put in place during the international financial crisis that can be used if necessary. The Italian bank could then get Swiss francs from the European Central Bank (ECB), (and the Swiss National Bank would be able to offer euros to Swiss banks if needed). The Bank of England is involved in these arrangements so it can get foreign currency if British banks were to need it urgently.
With sharp moves in exchange rates, there are several options. They could just live with it. But if they felt the swings were too sharp and destabilising they could intervene using their foreign currency reserves.
In the case of the UK, the decision to conduct such intervention is for the Chancellor of the Exchequer, George Osborne, with the Bank of England carrying it out in the markets.
So if there were too precipitous a fall in the value of one currency (sterling would be the obvious candidate in the event of a leave vote) the Bank of England could buy sterling with dollars or yen from its reserves, hoping the additional demand for the pound would support its value.
Conversely the Swiss National Bank has been worried about too rapid a rise in the Swiss franc and has already been into the markets to buy other currencies such as the euro with its own national currency.
Further action on these lines is a possibility. Currencies seen as havens are susceptible to unwanted sharp rises in times of financial stress and the Swiss franc is a prime example of that.
Currency market intervention is often not announced. Some observers say there is evidence suggesting that the Swiss central bank might have intervened over the past week.  The intervention after the vote by the SNB was announced however.
Interest rates can also be used to curb currency moves - a cut to stop a currency rising; a rate rise to prevent a fall.
Both options, interest rate moves and intervention, can be co-ordinated by central banks.
Further quantitative easing (QE) is also a possible response to a rising currency. It tends to drive down market interest rates and there has been some speculation that it might be on the agenda very soon,  perhaps from the Bank of Japan (which does not want to see the yen gaining value).
Interest rate moves and QE can also be used to address longer term fallout - to tackle any impact on inflation or growth. The Bank of England has scope to cut rates further and it could undertake further QE. A fall in sterling would be inflationary, though up to a point that could be welcome as inflation is currently (at 0.3%) far below the Bank's target (2%).
Another risk is that in a general flight from riskier assets the government debt problem in the eurozone could return, pushing up borrowing costs for countries such as Spain and Italy that were in the firing line a few years ago.
Those earlier eurozone storms abated after the ECB announced that it was prepared in some circumstances to buy the bonds, the debts, of governments severely affected. In the event it never used this new weapon. The mere threat of doing so was enough to settle the eurozone bond market.
Some observers, such as the London consultancy Capital Economics, think it could finally use this programme, if the aftermath of a leave vote were sufficiently disruptive.
The likely timescale for these options varies.  In principle many could be done very quickly. The most urgent, if needed, would probably be bank liquidity. Interest rates and QE could be announced early, but could also be used as a response to economic fallout that might emerge over a longer period.
The ECB's option of riding to the rescue of the likes of Spain or Italy would take some time. They would need to have an economic policy programme agreed with the rest of the eurozone. And Spain in particular, with an election this weekend, is itself in a period of political uncertainty that could make it difficult to conduct international negotiations.",Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.
36211762,sport,0.673544704914093,"The 33-year-old, who is the younger brother of Harlequins number eight Nick, joined Sale in 2011 after six years at Northampton.
Easter won the European Challenge Cup and reached the Champions Cup final at Saints after joining from Nottingham.
""I've enjoyed my time at Sale, I didn't really want to go anywhere else,"" said the back-row forward.
""It was the right time to leave on my own terms, which not many people do.
""I've had the chance for these last few games just to enjoy and savour them and I've been really lucky.""
He will now take up his teaching position at Wrekin College in Shropshire after the final game of the season at Newcastle on Saturday.
""The last few years, I've been tailoring my career towards teaching, so taking a few courses, getting into schools, teaching and coaching,"" he added.
""The opportunity just came up at the right time. It felt like the right time for me and my family.""",Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.
39782027,tech,0.32135406136512756,"Tawel Fan ward at Glan Clwyd Hospital, Denbighshire, was closed more than three years ago and a report found some patients were treated like animals.
It has emerged that at least seven patients' families were told treatment may have contributed to their deaths.
Betsi Cadwaladr health board said an investigation was under way.
It acknowledged the quality of care provided could have been a contributory factor to the deaths of some patients.
A review of mortality rates on the ward has never been published although it is understood it has been completed.
Relatives of one patient told BBC Wales Today they were told medical care on the ward was inadequate.
Correspondence seen by the programme included an apology from the health board to the family, who do not want to be identified.
One letter said: ""Experts found that there were problems in the health care which may have contributed to the death.""
It added that ""the board is very much engaged in a thorough search for the truth about the Tawel Fan ward"".
But the family were unconvinced lessons had been learned and said questions remained unanswered and, as far as they were aware, nobody had lost their job, let alone be prosecuted.
The scandal of Tawel Fan pushed the already troubled health board into close supervision by the Welsh Government.
It remains in special measures which costs Â£5m a year.
An initial report into what happened at Tawel Fan was published almost three years ago. Two more reports are due later this year.
One of them, being compiled by the Health and Social Care Advisory Service (Hascas), is expected to include details of a mortality review of Tawel Fan patients.
But Geoff Ryall-Harvey, who leads the patient watchdog Community Health Council in north Wales, said it should be released as soon as possible.
""It may stop this practice elsewhere,"" he added.
A Betsi Cadwaladr health board spokesman said: ""We acknowledge that the quality of care provided could have been a contributory factor to the death of some patients.
""Whether this is the case will be established as part of the independent Hascas investigation, which is currently being carried out.
""In order to establish whether or not the quality of care contributed to any patients' death, every aspect of every patient's care has to be investigated.
""This is a complicated and time consuming process, but must be carried out in order to determine whether or not the care provided was a contributory factor to any patients' death.
""Every family involved in the investigation will receive an individual report detailing the care provided to their relative. These reports will also help inform the findings of the Tawel Fan investigation.""","The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal."
36103241,tech,0.287253201007843,"Declan Paul Butcher from Roe Park Court committed the 'single punch' assaults on Market Street in Limavady on 2 October 2014.
CCTV footage showed his first victim being knocked unconscious. A second man suffered a double jaw fracture.
Butcher appeared at Londonderry Crown Court on Thursday. He was sentenced to 14 months in prison.
The court heard that the defendant had 51 previous convictions including eight assaults.
He had also been assessed as presenting a high likelihood of reoffending.
The judge told Butcher he had inflicted ""gratuitous violence"" on two"" completely innocent"" members of the public.
The second man was punched and knocked out when he came across the first victim lying unconscious on Market Street.
Both men later regained consciousness in hospital.",A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.
30931494,sport,0.6119428873062134,"""Hope made a poor decision that has resulted in a negative impact on US Soccer and her team-mates,"" head coach Jill Ellis said.
Solo, 33, will now miss matches on 8 February against France and 13 February against England.
This month, domestic violence charges against Solo were dropped.
In 2012, Solo, tested positive for a banned substance a month before winning a second Olympic gold medal.
She maintained she was not aware the pre-menstrual medication she had been prescribed contained a banned substance and she was cleared of any wrongdoing.
The US are preparing for the Women's World Cup in Canada in June when they will aim to win their third title following victories in 1991 and 1999.
The latest incident surrounding Solo concerns a training camp being held by the team in Carson, California.
Solo's husband, former Seattle Seahawks NFL player Jerramy Stevens, was arrested on suspicion of driving under the influence in Los Angeles in the early hours of Monday morning.
Media reports claimed Solo was in the car but she was not cited in the incident by Manhattan Beach police officials.
Solo tweeted: ""I think it's best for me to take a break, decompress from the stress of the last several months and come back mentally and physically ready to positively contribute to the team.""",The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.
35844158,business,0.42061418294906616,"Omar Khan, 31, had worked at The Johnson Partnership in Nottingham for five years before he was arrested.
Erlin Manahasa, Albert Dibra and Nazaquat Ali joined Khan in admitting the same charge, between 1 October  and 4 December last year, at Nottingham Crown Court.
They are due to be sentenced on 15 April.
Updates on this story and more from Nottinghamshire
The court heard the case involved the recovery of 1kg (2.2lb) of cocaine.
Digby Johnson, a partner at the Johnson firm, confirmed they did not represent Khan - who had set up his own office and was set to leave the company.
""I still find it hard to believe he could do something as stupid as involve himself in drugs and people who were heavily involved in drugs,"" Mr Johnson said.
""I'm just at a loss. You do question everything you've ever believed about anybody.""
Mr Johnson also described Khan, of William Street, Huddersfield, as a ""lovely guy"" who was ""incredibly hard-working"".
""He would put in hour after hour,"" he added. ""He was keen to progress and impress.""
Khan appeared at the court via video link to admit conspiracy to supply the Class A drug.
Manahasa, of no fixed address, Dibra, of Joyce Avenue, Nottingham, and Ali, of Chard Street, Nottingham, were remanded in custody following the hearing.",A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.
