id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words
27119429,business,bullet_points_strict,"Royal Bank of Scotland (RBS) has been fined HK$6m (£460,000) by Hong Kong regulators after it failed to detect a series of unauthorised transactions by one of its traders.",Hong Kong's Royal Bank of Scotland (RBS) has been fined a record amount by the Hong Kong Securities and Exchange Commission (HKSEC).,1574,22,29
38952672,politics,bullet_points_strict,"The Bafta awards had laughter, passion and plenty of politics.",Baftas - the best of the best - and the best of the best of the best.,4391,17,10
40458642,sport,bullet_points_strict,"Of his last 30 matches in 2016, Andy Murray won 28 and lost just two.",Defending champion Andy Murray's record at Wimbledon has been shattered by a knee injury.,4120,14,15
39935147,entertainment,bullet_points_strict,South African police say four people have been arrested in connection with the murder of former actor on popular local TV series Generations.,Police in South Africa are questioning two men who robbed women of their mobile phones in a pub.,601,18,23
34911128,tech,bullet_points_strict,"A shot was reportedly fired at a car outside a primary school in Liverpool as parents were taking their children inside, police have said.",A school shooting at a primary school in Merseyside is being investigated by police.,1163,14,24
32950992,sport,bullet_points_strict,Jessica Ennis-Hill has fallen from fourth to eighth place after six events at the Hypo-Meeting in Gotzis.,Great Britain's Laura Ennis-Hill has slipped to third place in the women's 800m at the Gotzis Hypo-Meeting.,866,17,17
38772098,sport,bullet_points_strict,The Manor team have collapsed after administrators failed to find a buyer for the stricken business.,Manor Racing have collapsed following the collapse of the team.,3306,10,16
38914203,politics,bullet_points_strict,A total of 228 candidates will contest the Northern Ireland Assembly election next month - 48 fewer than last time.,There are a total of 228 candidates in the assembly election in Northern Ireland.,893,14,20
37624408,business,bullet_points_strict,"With the value of the pound falling dramatically since Brexit, a ""flash crash"" last week when the currency lost 6% of its value against the dollar, and news on Tuesday that the pound had fallen again, when would be a good time to change those pounds to dollars?",The pound has fallen 18% against the dollar on the judgment that growth is likely to be stronger in the US than the UK and that UK interest rates are falling.,2104,31,48
34631268,entertainment,bullet_points_strict,A philosophy student who wears vintage clothing has won a national contest for alternative models.,The winner of the Alternative Model of the Year contest has said she has always wanted to be a model.,988,20,15
36792661,politics,bullet_points_strict,Plans to move a statue depicting a Royal Marine in the Falklands conflict away from Portsmouth seafront have been criticised.,A statue of a Royal Marine marching across the Falklands during World War Two has been moved to a new museum site in Portsmouth.,1798,24,20
18298438,tech,bullet_points_strict,A suspected terrorist has been charged with breaching conditions imposed as part of the government's new terror monitoring powers.,A British man has appeared in court charged with breaching a terror prevention order.,1887,14,19
39064994,sport,bullet_points_strict,Sussex have appointed former player James Anyon as head coach of their women's side.,Sussex women's cricket coach Seamer Anyon has been appointed as the club's new head coach.,715,15,14
33826440,sport,bullet_points_strict,League One side Bury have signed former Barnsley defender Reece Brown on a six-month contract.,Bury have signed Sunderland midfielder Ben Brown on a one-year deal.,399,11,15
32032471,entertainment,bullet_points_strict,"In recent years, Hollywood remakes and re-imaginings of classic fairytales have come thick and fast - all darker, more adult versions of tales that originally appeared in cinemas.",Downton Abbey's Downton Abbey star Lily James as Cinderella.,4518,9,28
39847422,politics,bullet_points_strict,"Performers from 42 countries strode down a long red carpet near Ukraine's parliament this week, as a curtain-raiser to this year's Eurovision Song Contest.",Ukraine's decision to ban Julia Samoilova from the Eurovision Song Contest was a reversal of last year's decision.,4849,18,24
12396322,entertainment,bullet_points_strict,It was 50 years ago today that The Beatles played their first gig at the Cavern Club in Liverpool - the venue where the band built their reputation and where Beatlemania was born.,The Beatles were the epitome of rebellion in Liverpool - they were a law unto themselves on the stage.,3965,19,33
38052755,politics,bullet_points_strict,"South Africa's government has proposed a national minimum wage of 3,500 rand ($242; Â£199) a month.","South Africa has announced a proposed national minimum wage of at least 4,500 rand.",1902,14,16
19341954,politics,bullet_points_strict,The death of Ethiopian Prime Minister Meles Zenawi has thrown the populous Horn of Africa giant into a period of deep uncertainty and created a serious leadership vacuum in the region with profound geopolitical implications.,Ethiopia's President Meles Zenawi has died at the age of 84.,7822,11,35
38435201,sport,bullet_points_strict,Azhar Ali's unbeaten 66 helped Pakistan to reach 142-4 against Australia on a rain-affected first day of the Boxing Day Test in Melbourne.,Australia batsman Azhar Azhar scored a century as Australia beat Pakistan 1-0 at the Gabba.,871,15,23
34218922,politics,bullet_points_strict,Two new councillors have been elected in a by-election in the City of Edinburgh.,A by-election has been held in the Leith Walk by-election.,1345,10,14
37508085,business,bullet_points_strict,"Russia has said it will carry on bombing rebel-held eastern Aleppo in Syria, defying US demands to stop.",Russia has said it will continue to support the Syrian rebels after the partial ceasefire collapsed last week.,3220,18,18
36376666,sport,bullet_points_strict,Wales Under-20 Grand Slam winners Shaun Evans and Dafydd Hughes have signed their first professional contracts with Scarlets.,Wales have signed Llandovery and Scarlets hooker Rory Hughes and Scarlets flanker Ben Evans on a two-year deal.,473,18,18
38466964,politics,bullet_points_strict,"The expulsion of 35 Russian diplomats from the US over the email hacking scandal has drawn a barrage of abuse from Moscow, which seems poised to respond in kind.","Trump's side. 'I'm going to introduce sanctions, they will be bipartisan that names Putin as an individual, his inner circle, for not on Trump'",4103,24,29
39883016,politics,bullet_points_strict,Scrapping tuition fees in England is the biggest and most expensive proposal in Labour's £25bn worth of pledges for education.,Labour's new leader is proposing a radical change in the way universities are funded.,5523,14,20
34218673,tech,bullet_points_strict,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,The West Sussex Fire and Rescue Service has said it has completed its work at the Shoreham Air Show.,2219,19,25
40191593,business,bullet_points_strict,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.",The chief of the NSA has said he is willing to testify about his interactions with President Trump.,3816,18,20
33144298,entertainment,bullet_points_strict,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,The Obamas have held a private party at the White House.,601,11,27
34833729,business,bullet_points_strict,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,The following roads are in County Kerry :,167,8,17
39976706,tech,bullet_points_strict,Approximately one in four of us will experience a mental health problem each year in England.,"It's a vicious circle that can lead to mental health problems, but it can also lead to anxiety and depression.",5339,20,16
31864223,tech,bullet_points_strict,US investigators have closed an inquiry into whether To Kill A Mockingbird author Harper Lee was pressured into publishing a sequel.,"The publisher of To Kill a Mockingbird has announced that it will publish a new book, Go Set a Watchman.",1290,20,21
37546354,politics,bullet_points_strict,"The US has said it is suspending talks with Russia over Syria, accusing Moscow of having ""failed to live up"" to its commitments under a ceasefire deal.",The US has suspended talks between Russia and the Syrian government over the collapse of a ceasefire.,2761,17,27
36233379,politics,bullet_points_strict,"Labour's Sadiq Khan has been elected Mayor of London, becoming the city's first Muslim mayor.",London's first Muslim mayor has been elected to the London City Council.,3029,12,15
39806255,entertainment,bullet_points_strict,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A video of a new vicar at a church has gone viral.,857,12,21
35425113,sport,bullet_points_strict,Manchester City midfielder Kevin de Bruyne says he will be out for about 10 weeks after injuring his right knee during Wednesday's League Cup semi-final victory over Everton.,Manchester City midfielder Kevin de Bruyne is set to miss the rest of the season because of a hamstring injury.,1185,20,28
37077138,tech,bullet_points_strict,"A 34-year-old woman who was injured in an attack by a knifeman on a Swiss train has died in hospital, police say.",A man has been killed in a knife attack on a train in the Swiss canton of St Gallen.,1107,19,22
37042796,tech,bullet_points_strict,"A ""reckless drone operator"" is being sought by police after reports of a ""near miss"" between a drone and plane.",A drone has flown close to a passenger aircraft as it flew in from London Stansted.,2086,16,20
36043765,entertainment,bullet_points_strict,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,A grey seal has been freed after netting was tangled around its neck.,813,13,16
30095443,tech,bullet_points_strict,"A lifetime of diaries, letters and photographs of a man described as a cross between Indiana Jones, James Bond and Graham Greene has opened to the public.",An archive of a famous 20th century writer has been catalogued.,2058,11,27
34801085,politics,bullet_points_strict,Regional official Tim Roache has been elected to become the new general secretary of the GMB union.,The General Secretary of the GMB has been elected as the new general secretary of the union.,1041,17,17
36101502,entertainment,bullet_points_strict,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,"Laura McCartney's latest album, Phenomenal Woman, is due in June.",8387,10,28
31991181,sport,bullet_points_strict,"Newcastle midfielder Jonas Gutierrez says he feels ""born again"" following his return to Premier League action after overcoming testicular cancer.","Newcastle United midfielder Jonas Gutierrez says he is ""born again"" after being diagnosed with cancer.",2417,15,20
35714830,business,bullet_points_strict,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",Exeter City have reported a profit of £1.642m after a £1.75m transfer to Swansea City.,1126,15,18
40577419,sport,bullet_points_strict,Para-athlete Abdullah Hayayei died after a metal throwing cage fell on him during training.,Paralympic athlete Abdullah Hayayei has died after his throwing cage collapsed on his head.,2372,14,14
38671871,business,bullet_points_strict,"Manufacturers have reported positive business trends, in the latest survey from the Scottish Chambers of Commerce.","Scotland's economy remained positive in the final quarter of the year, according to the Chambers of Commerce.",2671,17,16
33682768,tech,bullet_points_strict,"The public inquiry into undercover policing may ""expose both creditable and discreditable conduct"", chairman Lord Justice Pitchford has warned.",A Home Office inquiry into undercover policing has been ordered by the Home Office.,5314,14,19
34594462,sport,bullet_points_strict,Reigning champions New Zealand are into their fourth World Cup final after slogging past South Africa in another Twickenham epic.,All Blacks beat South Africa to reach the World Cup quarter-finals with a thrilling victory over New Zealand.,5301,18,20
32719212,tech,bullet_points_strict,A computer model of one of the world's tallest three-sided obelisks is being made to find out why it is falling apart.,The National Trust has completed a detailed survey of a tower which has been struck by lightning twice in its history.,1310,21,22
37427024,tech,bullet_points_strict,Profit jumped at Zara owner Inditex in the first half of the year as the firm opened new stores and invested in online.,"Inditex, the world's biggest clothing retailer, has reported a sharp rise in profits.",2209,13,23
38858289,entertainment,bullet_points_strict,"Lady Gaga is leading the pitch invasion at Sunday's Super Bowl, where she'll perform the all-important half-time show.",Gaga's Super Bowl half-time show was one of the most memorable moments of her career - and one of the most memorable moments of her career.,5279,26,18
40478071,business,bullet_points_strict,"A victim of the Rochdale grooming gang says the convictions were still ""not fazing"" Asian child sex abusers.","A woman who was abused by the Rochdale sex exploitation gang says she is ""not bothering them"".",2590,17,18
36568118,business,bullet_points_strict,"John Lewis's Nottingham store is to remain closed longer than expected after 80,000 litres of hot water leaked from a ruptured heating pipe.","Water has flooded a shopping centre in Londonderry, causing a ceiling to collapse.",573,13,23
39950399,tech,bullet_points_strict,"Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.",Net neutrality advocates say they are seeing a surge in bot activity directed at the FCC's website.,3034,17,20
36269210,sport,bullet_points_strict,New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.,"Sale have a ""pretty poor"" experience at the club, says former England and British and Irish Lions prop Mark Cotton.",2116,20,18
38128851,business,bullet_points_strict,Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.,"Disney's Moana has topped the US Thanksgiving box office, taking a record $81.1m (£66.6m) on its opening weekend.",1799,18,15
36852433,sport,bullet_points_strict,British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.,Britain's Johanna Konta won her first-round match at the Australian Open with a 6-3 6-1 win over France's Angelique Kerber.,314,20,24
32188366,tech,bullet_points_strict,"Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet.",Two men have been stabbed to death in a street attack in County Armagh.,227,14,19
30632453,tech,bullet_points_strict,"The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists.",Scientists in Guinea say they have found a link between the Ebola virus and a tree stump in a small village.,2637,21,39
38597885,sport,bullet_points_strict,Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.,"World number one Mark Bingham says he has ""no idea"" if his wife will give birth before his first-round game at the World Championship.",1078,24,18
38966888,business,bullet_points_strict,"Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided.",Plans to dismantle a Grade ll pier on the Isle of Wight have been approved by the council.,751,18,19
23606507,politics,bullet_points_strict,A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.,A campaign to protect Oxford's historic skyline has launched a legal challenge to a controversial university housing development.,2120,18,27
39055714,business,bullet_points_strict,Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.,"A primary school in South Gloucestershire could be forced to cut its school day from September, according to a letter to parents.",2890,22,22
35485785,politics,bullet_points_strict,"The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis.","Liberia and the Democratic Republic of Congo have been warned to protect their forested lands, according to a new study.",2681,20,16
34001040,tech,bullet_points_strict,"More human remains have been found near a motorway slip road in Shropshire, police have said.",A skull has been found near a roundabout in West Mercia.,861,11,16
37066389,sport,bullet_points_strict,Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.,Olympic boxing champion Andrei Dusmatov won a unanimous points victory in the men's welterweight final at the Rio Olympics.,515,19,17
36369346,business,bullet_points_strict,"University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute.","University staff at some of the UK's most prestigious universities are to walk out on a pay rise of more than 5%, unions say.",2343,24,19
28042625,business,bullet_points_strict,Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.,East Dunbartonshire Council plans to close a primary school in a bid to save £20m over the next three years.,2859,20,18
34787804,sport,bullet_points_strict,Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.,Japan international striker Kazuyoshi Miura has signed a two-year contract with the club.,1089,13,18
40543846,politics,bullet_points_strict,Clashes have broken out in Indian-administered Kashmir on the anniversary of the killing of a militant leader.,"Indian security forces have surrounded a village in the Indian-administered Kashmir valley, killing dozens of people.",1389,16,17
36607475,business,bullet_points_strict,Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.,The UK's central banks are prepared to intervene in the short term if the UK leaves the EU.,5216,18,19
36211762,sport,bullet_points_strict,Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.,Harlequins winger Nick Easter has left Sale to take up a teaching job at Wrekin College.,909,16,22
39782027,tech,bullet_points_strict,"The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal.",A health board investigation into the deaths of patients at a hospital ward has been launched.,2687,16,23
36103241,tech,bullet_points_strict,A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,A man has been jailed for a series of assaults in Londonderry.,776,12,20
30931494,sport,bullet_points_strict,The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.,US women's national soccer team coach Hope Solo has withdrawn from the Women's World Cup training camp in California because of a domestic violence incident.,1290,25,24
35844158,business,bullet_points_strict,A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.,Four men have admitted conspiracy to supply cocaine to a private firm.,1271,12,19
37246224,tech,bullet_points_strict,Officers who police Scotland's railways are to be armed with Tasers in a bid to increase security on the network.,"Tasers are to be introduced in Scotland as part of a ""proportionate response"" to the threat from international terrorism.",2910,19,20
37220139,business,bullet_points_strict,Scottish engineering services company ID Systems Ltd has announced plans to create 120 new jobs after securing a six-figure investment from UK Steel Enterprise (UKSE).,"UKSE has loaned £2m to a Glasgow-based steel company, ID Systems.",1212,11,25
38181168,sport,bullet_points_strict,"A Brazilian football player who survived a plane crash in Colombia on Monday is recovering and may be able to resume his career, his father says.","A Brazilian footballer has been rescued from a plane crash in Colombia, despite warnings he might not have enough fuel.",2882,20,26
38885462,entertainment,bullet_points_strict,"Actor and broadcaster Sir Tony Robinson has said plans for a tunnel near Stonehenge in Wiltshire are too ""old-fashioned"" in outlook.",An anti-tunnel protest has taken place at Stonehenge in Wiltshire.,1757,10,21
29240782,business,bullet_points_strict,Everton marked their Europa League return with a dominant victory over Germans Wolfsburg at Goodison Park.,Everton beat Wolfsburg 2-0 at Goodison Park to reach the Europa League quarter-finals.,4455,13,16
39928191,business,bullet_points_strict,Scunthorpe midfielder Neal Bishop has signed a one-year contract extension.,"Birmingham City have relegated from League One after a disappointing season, according to manager Paul Bishop.",375,16,10
35952861,tech,bullet_points_strict,A man from Croydon has been charged with murder after the death of his partner last month.,A man has appeared in court charged with the murder of his partner.,363,13,17
21967739,tech,bullet_points_strict,"It's a sobering thought for all us carriers of the Y chromosome, but prostate cancer kills almost as many men every year as breast cancer does women.",Prostate cancer is one of the most common causes of cancer death in men.,4320,14,27
39342460,sport,bullet_points_strict,The Premiership's top try scorer Christian Wade scored two tries as leaders Wasps moved five points clear with a bonus-point win over Worcester.,Wasps' Christian Wade scored a hat-trick as Worcester fought back from a loss at Worcester.,2564,15,23
32103205,politics,bullet_points_strict,"A Frenchwoman injured in the attack on Tunisia's national museum has died of her wounds, bringing the total killed in the assault by Islamists to 22.",The death of a Tunisian man in a raid on a Tunisian museum has been confirmed.,1190,16,26
37936530,politics,bullet_points_strict,Satellite images of Mosul have revealed how fighters from so-called Islamic State (IS) have destroyed much of the city's airport to render it unusable as Iraqi forces close in.,"The destruction of Mosul airport by Islamic State (IS) militants has rendered the airport worthless, US satellite images show.",2703,19,29
32112556,tech,bullet_points_strict,"Network Rail has promised to do ""everything in its power"" to stop a repeat of the rail chaos at Christmas when it carries out work over Easter.",Work on the Crossrail line between Reading and Paddington is due to start on Monday.,1147,15,27
34157697,tech,bullet_points_strict,Permission has been given for exploratory drilling for oil and gas in the Vale of Glamorgan.,Natural Resources Wales has approved a permit for exploratory drilling on a field in Swansea.,1302,15,16
32880098,business,bullet_points_strict,"Amazon, the global online retailer, is changing the way it records sales in a move that could see it paying more tax.","Amazon has announced that it will register sales in the UK, Germany, Spain and Italy.",1375,15,22
35275918,politics,bullet_points_strict,"Junior doctors should suspend Tuesday's strike action over pay and conditions while talks continue, the chief medical officer for England has urged.",The head of junior doctors' union has called on the government to halt a strike by junior doctors.,1697,18,22
35926534,sport,bullet_points_strict,Oxford United have extended the loan of right-back Jonjoe Kenny from Premier League side Everton until the end of the season.,Oxford United have signed midfielder Ben Kenny on loan until the end of the season.,387,15,21
22006912,tech,bullet_points_strict,A further education college in Dorset has received more than £2.88m in government funding to renovate buildings on campus.,Two colleges in England have been awarded £1.5m in grants to improve their facilities.,1128,14,19
28374193,sport,bullet_points_strict,"The family of the former footballer Jeff Astle is to meet the FA chairman next month to discuss head injuries in the game, as part of their campaign.",The family of former West Brom striker Jeff Astle have been invited to a meeting to discuss head injuries and concussions.,1548,21,28
30689144,business,bullet_points_strict,These days it is not enough just to be a millionaire to count yourself as one of the super-rich - you need to be worth between $50-100m (£33m-£66m).,The wealth gap between rich and poor has grown sharply since the 2008 global financial crisis.,7643,16,28
39127657,sport,bullet_points_strict,Brothers Ben and Tom Curry have signed five-year contracts with Sale Sharks.,Sale Sharks have signed Sale Sharks winger Tom and his twin brother Tom on loan until the end of the season.,672,21,12
37666633,entertainment,bullet_points_strict,Police in Fife are searching for a man who was seen exposing himself in Dunfermline.,A 21-year-old man has been arrested on suspicion of attempted murder after a man was stabbed to death in London.,282,20,15
32856926,politics,bullet_points_strict,A UN conference aimed at preventing the proliferation of nuclear weapons has ended in failure after a row over a nuclear-free Middle East proposal.,Egypt has blocked a plan to hold a regional conference on Israel's nuclear weapons stockpile.,1301,15,24
33935224,business,bullet_points_strict,"Fracking for shale gas in Wales should still be opposed despite plans to fast-track such schemes in England, the Welsh government has said.",The UK government has urged councils in Wales to make decisions on fracking applications within statutory timescales.,1750,17,23
37638479,sport,bullet_points_strict,"For a man often described as capricious, Tyson Fury's chaotic reign as world heavyweight champion was strangely predictable.",It's a shame that boxer Tyson Fury has withdrawn from the rematch with Klitschko because of depression.,8981,17,18
37512857,sport,bullet_points_strict,England coach Eddie Jones will name his 45-man Elite Player Squad squad ahead of the autumn Tests at 10:00 BST on Friday.,"England will have a number of players in their squad for the autumn Tests, says the head coach of Wasps.",2590,20,22
33446602,entertainment,bullet_points_strict,A collection of paintings capturing the landscapes and legacy of life on the North East coast is going on display.,The first major exhibition of his paintings has been held in his hometown of North Shields.,1681,16,20
37799828,sport,bullet_points_strict,Hibernian's Neil Lennon believes Scott Brown retired too soon from Scotland duty and still has plenty to offer now he has decided to return.,"Scotland manager Neil Lennon says Scott Brown's return to the Scotland squad is ""not a surprise"" because he thought he retired too early.",2378,23,24
37250267,entertainment,bullet_points_strict,A buzzard has been rescued after becoming trapped between fencing and a wall in Gwynedd.,A buzzard has been released from a fence after a pigeon was chasing it.,301,14,15
38296460,business,bullet_points_strict,"Post Office workers will stage five days of strikes from Monday in a continuing dispute over jobs, pensions and branch closures, their union says.",Workers from the Post Office are to walk out of their jobs after the company announced plans to privatise the network.,1249,21,24
38973171,politics,bullet_points_strict,The Ulster Unionist leader has denied he made a mistake by saying he intends to give the SDLP his second preference in the Assembly election.,The leader of the Ulster Unionist Party has said he would rather go in with Sinn Féin or the SDLP.,2563,20,25
39229366,tech,bullet_points_strict,Steroids and medicines with an estimated street value of some 2m euros (Â£1.7m) have been seized in Donegal.,A man has been arrested in Northern Ireland after a series of drug raids.,543,14,18
36836031,politics,bullet_points_strict,"Sinn FÃ©in leader Gerry Adams has said there is ""a need to be open and imaginative"" on new constitutional arrangements.",Northern Ireland's Stormont executive has called on all parties to support a united Ireland.,1648,14,20
37159611,sport,bullet_points_strict,"Morecambe must not get carried away despite sitting top of League Two, says Shrimps boss Jim Bentley.","Morecambe manager Paul Bentley says he is ""not too high and never too low"" after his side's 1-0 win over Rotherham.",1008,21,17
40399770,politics,bullet_points_strict,"Some demands set by four Arab states on Qatar in return for lifting sanctions will be ""difficult to meet"", US Secretary of State Rex Tillerson says.",US Secretary of State Rex Tillerson has urged Qatar to lower its rhetoric in a bid to ease tensions over terrorism and extremism.,3134,23,26
36892561,politics,bullet_points_strict,"UKIP ex-deputy chairwoman Suzanne Evans says she has given up hope of becoming the party's next leader - but insists she will not ""give up"" on UKIP.",UKIP's former spokeswoman Sarah Evans has said she has given up hope of becoming the party's next leader.,2611,18,27
30791800,tech,bullet_points_strict,A court in the Indian capital has formally charged a driver of the Uber web-based taxi firm with the rape and kidnapping of a passenger last month.,"A taxi driver has been charged with raping a woman in Delhi, police say.",1079,14,27
36732018,sport,bullet_points_strict,"Standing hand-in-hand like theatre actors at their curtain call, Wales' players were met with a spine-tingling rendition of the national anthem from their fans following their European Championship semi-final defeat by Portugal.",It was the end of the Euro 2016 campaign for Wales.,6453,11,32
