id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words,compression_ratio,is_bullet_format,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
39847422,politics,bullet_points_strict,"Performers from 42 countries strode down a long red carpet near Ukraine's parliament this week, as a curtain-raiser to this year's Eurovision Song Contest.",Ukraine's decision to ban Julia Samoilova from the Eurovision Song Contest was a reversal of last year's decision.,4849,18,24,0.75,0,0.425531914893617,0.17777777777777778,0.25531914893617025,0.8828343749046326,0.8697491884231567,0.876242995262146
12396322,entertainment,bullet_points_strict,It was 50 years ago today that The Beatles played their first gig at the Cavern Club in Liverpool - the venue where the band built their reputation and where Beatlemania was born.,The Beatles were the epitome of rebellion in Liverpool - they were a law unto themselves on the stage.,3965,19,33,0.5757575757575758,0,0.24000000000000005,0.08333333333333333,0.24000000000000005,0.8866281509399414,0.8720266222953796,0.8792667984962463
38052755,politics,bullet_points_strict,"South Africa's government has proposed a national minimum wage of 3,500 rand ($242; Â£199) a month.","South Africa has announced a proposed national minimum wage of at least 4,500 rand.",1902,14,16,0.875,0,0.6666666666666666,0.3225806451612903,0.606060606060606,0.9636521339416504,0.8879756927490234,0.9242674708366394
19341954,politics,bullet_points_strict,The death of Ethiopian Prime Minister Meles Zenawi has thrown the populous Horn of Africa giant into a period of deep uncertainty and created a serious leadership vacuum in the region with profound geopolitical implications.,Ethiopia's President Meles Zenawi has died at the age of 84.,7822,11,35,0.3142857142857143,0,0.21276595744680848,0.08888888888888888,0.21276595744680848,0.9202845692634583,0.8710094094276428,0.8949692249298096
34218922,politics,bullet_points_strict,Two new councillors have been elected in a by-election in the City of Edinburgh.,A by-election has been held in the Leith Walk by-election.,1345,10,14,0.7142857142857143,0,0.4444444444444445,0.23999999999999996,0.3703703703703704,0.9244000911712646,0.9236612319946289,0.9240305423736572
37508085,business,bullet_points_strict,"Russia has said it will carry on bombing rebel-held eastern Aleppo in Syria, defying US demands to stop.",Russia has said it will continue to support the Syrian rebels after the partial ceasefire collapsed last week.,3220,18,18,1.0,0,0.3243243243243243,0.22857142857142856,0.3243243243243243,0.9112018346786499,0.9068492650985718,0.9090203642845154
38466964,politics,bullet_points_strict,"The expulsion of 35 Russian diplomats from the US over the email hacking scandal has drawn a barrage of abuse from Moscow, which seems poised to respond in kind.","Trump's side. 'I'm going to introduce sanctions, they will be bipartisan that names Putin as an individual, his inner circle, for not on Trump'",4103,24,29,0.8275862068965517,0,0.03636363636363637,0.0,0.03636363636363637,0.8252741694450378,0.8442184329032898,0.8346388339996338
34218673,tech,bullet_points_strict,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,The West Sussex Fire and Rescue Service has said it has completed its work at the Shoreham Air Show.,2219,19,25,0.76,0,0.22727272727272727,0.09523809523809525,0.13636363636363635,0.9032549262046814,0.8940948247909546,0.8986515402793884
40191593,business,bullet_points_strict,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.",The chief of the NSA has said he is willing to testify about his interactions with President Trump.,3816,18,20,0.9,0,0.358974358974359,0.1081081081081081,0.30769230769230765,0.9118189215660095,0.8824053406715393,0.896871030330658
33144298,entertainment,bullet_points_strict,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,The Obamas have held a private party at the White House.,601,11,27,0.4074074074074074,0,0.3157894736842105,0.16666666666666669,0.21052631578947367,0.9147530198097229,0.8681491613388062,0.8908419609069824
34833729,business,bullet_points_strict,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,The following roads are in County Kerry :,167,8,17,0.47058823529411764,0,0.25,0.0,0.16666666666666666,0.905386745929718,0.856989860534668,0.8805238604545593
39806255,entertainment,bullet_points_strict,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A video of a new vicar at a church has gone viral.,857,12,21,0.5714285714285714,0,0.5454545454545454,0.25806451612903225,0.30303030303030304,0.9398491382598877,0.9015772342681885,0.9203155040740967
36043765,entertainment,bullet_points_strict,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,A grey seal has been freed after netting was tangled around its neck.,813,13,16,0.8125,0,0.3448275862068966,0.07407407407407407,0.27586206896551724,0.916252851486206,0.8907853960990906,0.9033396244049072
36101502,entertainment,bullet_points_strict,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,"Laura McCartney's latest album, Phenomenal Woman, is due in June.",8387,10,28,0.35714285714285715,0,0.05128205128205127,0.0,0.05128205128205127,0.8683106303215027,0.8305842876434326,0.8490285277366638
35714830,business,bullet_points_strict,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",Exeter City have reported a profit of £1.642m after a £1.75m transfer to Swansea City.,1126,15,18,0.8333333333333334,0,0.37837837837837834,0.17142857142857143,0.37837837837837834,0.9206113815307617,0.9084262847900391,0.9144782423973083
