id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words
36233379,politics,bullet_points_3_shot,"Labour's Sadiq Khan has been elected Mayor of London, becoming the city's first Muslim mayor.",London's first Muslim mayor has been elected to the London City Council.,3029,12,15
39806255,entertainment,bullet_points_3_shot,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A video of a new vicar at a church in Hampshire has gone viral.,857,14,21
35425113,sport,bullet_points_3_shot,Manchester City midfielder Kevin de Bruyne says he will be out for about 10 weeks after injuring his right knee during Wednesday's League Cup semi-final victory over Everton.,Manchester City midfielder Kevin de Bruyne has apologised to Everton goalkeeper Joel Robles after he suffered a hamstring injury.,1185,19,28
37077138,tech,bullet_points_3_shot,"A 34-year-old woman who was injured in an attack by a knifeman on a Swiss train has died in hospital, police say.",A man has been killed in a knife attack on a train in the Swiss canton of St Gallen.,1107,19,22
37042796,tech,bullet_points_3_shot,"A ""reckless drone operator"" is being sought by police after reports of a ""near miss"" between a drone and plane.","A drone has flown close to a passenger aircraft in a ""complete disregard"" for public safety, police have said.",2086,19,20
36043765,entertainment,bullet_points_3_shot,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,A seal has been freed after being tangled in netting on a beach.,813,13,16
30095443,tech,bullet_points_3_shot,"A lifetime of diaries, letters and photographs of a man described as a cross between Indiana Jones, James Bond and Graham Greene has opened to the public.","A collection of more than 7,000 items from the life of a famous writer has been catalogued.",2058,17,27
34801085,politics,bullet_points_3_shot,Regional official Tim Roache has been elected to become the new general secretary of the GMB union.,The General Secretary of the GMB has been elected as the new general secretary of the union.,1041,17,17
36101502,entertainment,bullet_points_3_shot,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,Summary: 'I'm naturally terrified.',8387,4,28
31991181,sport,bullet_points_3_shot,"Newcastle midfielder Jonas Gutierrez says he feels ""born again"" following his return to Premier League action after overcoming testicular cancer.","Newcastle United midfielder Jonas Gutierrez says he is ""born again"" after being diagnosed with cancer.",2417,15,20
35714830,business,bullet_points_3_shot,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",Exeter City have reported a net profit of £1.7m after the sale of a player to Swansea City.,1126,18,18
40577419,sport,bullet_points_3_shot,Para-athlete Abdullah Hayayei died after a metal throwing cage fell on him during training.,A Paralympic athlete has died after a throwing cage collapsed on his head.,2372,13,14
38671871,business,bullet_points_3_shot,"Manufacturers have reported positive business trends, in the latest survey from the Scottish Chambers of Commerce.","The Scottish economy has seen a sharp contraction in the past year, according to the Chambers of Commerce.",2671,18,16
33682768,tech,bullet_points_3_shot,"The public inquiry into undercover policing may ""expose both creditable and discreditable conduct"", chairman Lord Justice Pitchford has warned.",A Home Office inquiry into undercover policing has been ordered by the Home Office.,5314,14,19
34594462,sport,bullet_points_3_shot,Reigning champions New Zealand are into their fourth World Cup final after slogging past South Africa in another Twickenham epic.,Summary: - The All Blacks beat South Africa to reach the World Cup quarter-finals. - The All Blacks beat New Zealand to reach the quarter-finals.,5301,25,20
32719212,tech,bullet_points_3_shot,A computer model of one of the world's tallest three-sided obelisks is being made to find out why it is falling apart.,The National Trust has begun a detailed survey of a tower which has been struck by lightning twice in its history.,1310,21,22
37427024,tech,bullet_points_3_shot,Profit jumped at Zara owner Inditex in the first half of the year as the firm opened new stores and invested in online.,"Inditex, the world's biggest clothing retailer, has reported a sharp rise in profits.",2209,13,23
38858289,entertainment,bullet_points_3_shot,"Lady Gaga is leading the pitch invasion at Sunday's Super Bowl, where she'll perform the all-important half-time show.","Summary: 'It's been a long time since I've seen a Super Bowl,' says Gaga.",5279,14,18
40478071,business,bullet_points_3_shot,"A victim of the Rochdale grooming gang says the convictions were still ""not fazing"" Asian child sex abusers.","A woman who was abused by the Rochdale sex exploitation gang has said she is ""not bothering them"".",2590,18,18
36568118,business,bullet_points_3_shot,"John Lewis's Nottingham store is to remain closed longer than expected after 80,000 litres of hot water leaked from a ruptured heating pipe.","Water has flooded a shopping centre in Belfast, causing a ceiling to collapse.",573,13,23
39950399,tech,bullet_points_3_shot,"Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.","The internet has been flooded with comments on net neutrality proposals, a study suggests.",3034,14,20
36269210,sport,bullet_points_3_shot,New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.,"Sale have a ""precious thing"" to rebuild after a poor start to the season, says former England and British and Irish Lions prop Mark Cotton.",2116,25,18
38128851,business,bullet_points_3_shot,Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.,"Disney's Moana has topped the US Thanksgiving box office, taking a record $7.8m (£7.8m) on its opening weekend.",1799,18,15
36852433,sport,bullet_points_3_shot,British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.,Britain's Johanna Konta clinched a first-round berth at the Australian Open with a 6-3 6-1 win over France's Angelique Kerber.,314,20,24
32188366,tech,bullet_points_3_shot,"Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet.",Two men have been taken to hospital after a robbery at a house in Dundee.,227,15,19
30632453,tech,bullet_points_3_shot,"The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists.",Scientists in Guinea say they have found a link between the Ebola virus and a tree stump in a small village.,2637,21,39
38597885,sport,bullet_points_3_shot,Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.,The world number one has said he has no idea if his wife will give birth before his first-round game against Joe Perry on Sunday.,1078,25,18
38966888,business,bullet_points_3_shot,"Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided.",Plans to dismantle a section of a Grade ll pier have been approved by councillors.,751,15,19
23606507,politics,bullet_points_3_shot,A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.,A campaign to protect Oxford's skyline has launched a legal challenge to the University of Oxford's plans for a new block of flats.,2120,23,27
39055714,business,bullet_points_3_shot,Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.,"A primary school in Gloucestershire could be forced to cut its school day from September, according to a letter to parents.",2890,21,22
35485785,politics,bullet_points_3_shot,"The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis.","The world's largest forest reserves could be destroyed by climate change, according to a new study.",2681,16,16
34001040,tech,bullet_points_3_shot,"More human remains have been found near a motorway slip road in Shropshire, police have said.",Police are continuing to investigate the discovery of a skull near a roundabout in West Mercia.,861,16,16
37066389,sport,bullet_points_3_shot,Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.,Colombia's Luis Dusmatov and Sergio Martinez won bronze in the men's featherweight final at the Rio Olympics.,515,17,17
36369346,business,bullet_points_3_shot,"University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute.",University staff at some of the UK's most prestigious universities are planning a walkout after a 5% pay rise offered by the employers.,2343,23,19
28042625,business,bullet_points_3_shot,Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.,A primary school in East Dunbartonshire is to close because of a lack of consultation.,2859,15,18
34787804,sport,bullet_points_3_shot,Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.,Japan international striker Kazuyoshi Miura has signed a two-year contract with the club.,1089,13,18
40543846,politics,bullet_points_3_shot,Clashes have broken out in Indian-administered Kashmir on the anniversary of the killing of a militant leader.,"Indian security forces have surrounded a village in the disputed Indian-administered Kashmir region, a day after a wave of protests.",1389,20,17
36607475,business,bullet_points_3_shot,Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.,"If the UK leaves the European Union, it will be the first time that a referendum has taken place.",5216,19,19
36211762,sport,bullet_points_3_shot,Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.,Harlequins winger Nick Easter has left Sale to take up a teaching job at Wrekin College.,909,16,22
39782027,tech,bullet_points_3_shot,"The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal.",A health board investigation into the deaths of patients at a hospital ward has been launched.,2687,16,23
36103241,tech,bullet_points_3_shot,A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,A 26-year-old man has been jailed for a series of assaults in Londonderry.,776,13,20
30931494,sport,bullet_points_3_shot,The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.,"The US women's national soccer team has apologised for a ""disappointing"" decision by US Soccer's world number one Hope Solo.",1290,20,24
35844158,business,bullet_points_3_shot,A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.,Four men have admitted conspiracy to supply cocaine to a private equity firm.,1271,13,19
37246224,tech,bullet_points_3_shot,Officers who police Scotland's railways are to be armed with Tasers in a bid to increase security on the network.,"Police in Scotland are to deploy Tasers against a man armed with a large bladed knife, the force has said.",2910,20,20
37220139,business,bullet_points_3_shot,Scottish engineering services company ID Systems Ltd has announced plans to create 120 new jobs after securing a six-figure investment from UK Steel Enterprise (UKSE).,UKSE has loaned £1m to a Glasgow-based steel company to help it expand.,1212,13,25
38181168,sport,bullet_points_3_shot,"A Brazilian football player who survived a plane crash in Colombia on Monday is recovering and may be able to resume his career, his father says.","A Brazilian footballer has been rescued from a plane crash in Colombia, despite warnings that he might not have enough fuel.",2882,21,26
38885462,entertainment,bullet_points_3_shot,"Actor and broadcaster Sir Tony Robinson has said plans for a tunnel near Stonehenge in Wiltshire are too ""old-fashioned"" in outlook.",A protest has taken place in Wiltshire against plans to put the A303 into a tunnel.,1757,16,21
29240782,business,bullet_points_3_shot,Everton marked their Europa League return with a dominant victory over Germans Wolfsburg at Goodison Park.,Summary: - Everton beat Wolfsburg 2-0 at Goodison Park to reach the Europa League quarter-finals.,4455,15,16
39928191,business,bullet_points_3_shot,Scunthorpe midfielder Neal Bishop has signed a one-year contract extension.,League One side Wigan Athletic have sacked midfielder Mark Bishop after a disappointing season.,375,14,10
35952861,tech,bullet_points_3_shot,A man from Croydon has been charged with murder after the death of his partner last month.,A man has appeared in court charged with the murder of his partner.,363,13,17
21967739,tech,bullet_points_3_shot,"It's a sobering thought for all us carriers of the Y chromosome, but prostate cancer kills almost as many men every year as breast cancer does women.",It's a pity that prostate cancer has been neglected.,4320,9,27
39342460,sport,bullet_points_3_shot,The Premiership's top try scorer Christian Wade scored two tries as leaders Wasps moved five points clear with a bonus-point win over Worcester.,Wasps' Christian Wade scored a hat-trick as Worcester beat Worcester to reach the final of the Super League.,2564,18,23
32103205,politics,bullet_points_3_shot,"A Frenchwoman injured in the attack on Tunisia's national museum has died of her wounds, bringing the total killed in the assault by Islamists to 22.",The death of a Tunisian man in a raid on a Tunisian museum has been confirmed by French media.,1190,19,26
37936530,politics,bullet_points_3_shot,Satellite images of Mosul have revealed how fighters from so-called Islamic State (IS) have destroyed much of the city's airport to render it unusable as Iraqi forces close in.,"The destruction of Mosul airport by Islamic State (IS) militants has left the airport worthless, according to satellite images.",2703,19,29
32112556,tech,bullet_points_3_shot,"Network Rail has promised to do ""everything in its power"" to stop a repeat of the rail chaos at Christmas when it carries out work over Easter.",Work on the Crossrail line between Reading and Paddington is expected to be completed by the end of the Easter break.,1147,21,27
34157697,tech,bullet_points_3_shot,Permission has been given for exploratory drilling for oil and gas in the Vale of Glamorgan.,Natural Resources Wales has approved a permit for exploratory drilling on a field in Swansea.,1302,15,16
32880098,business,bullet_points_3_shot,"Amazon, the global online retailer, is changing the way it records sales in a move that could see it paying more tax.",Amazon has announced a new branch in the UK to record sales made in Europe.,1375,15,22
35275918,politics,bullet_points_3_shot,"Junior doctors should suspend Tuesday's strike action over pay and conditions while talks continue, the chief medical officer for England has urged.",The head of the junior doctors' union has called on junior doctors to take strike action.,1697,16,22
35926534,sport,bullet_points_3_shot,Oxford United have extended the loan of right-back Jonjoe Kenny from Premier League side Everton until the end of the season.,Oxford United have signed midfielder Ben Kenny on loan until the end of the season.,387,15,21
22006912,tech,bullet_points_3_shot,A further education college in Dorset has received more than £2.88m in government funding to renovate buildings on campus.,A school in Hampshire has been awarded £1.5m for a £1.5m project to improve its facilities.,1128,16,19
28374193,sport,bullet_points_3_shot,"The family of the former footballer Jeff Astle is to meet the FA chairman next month to discuss head injuries in the game, as part of their campaign.",The family of former West Brom striker Jeff Astle have been invited to a meeting to discuss head injuries and concussions.,1548,21,28
30689144,business,bullet_points_3_shot,These days it is not enough just to be a millionaire to count yourself as one of the super-rich - you need to be worth between $50-100m (£33m-£66m).,The wealth gap between the rich and the poor in the world is growing sharply.,7643,15,28
39127657,sport,bullet_points_3_shot,Brothers Ben and Tom Curry have signed five-year contracts with Sale Sharks.,Sale Sharks have signed Sale Sharks winger Tom O'Toole on loan until the end of the season.,672,17,12
37666633,entertainment,bullet_points_3_shot,Police in Fife are searching for a man who was seen exposing himself in Dunfermline.,A 21-year-old man has been arrested on suspicion of attempted murder after a man was stabbed to death in Londonderry.,282,20,15
32856926,politics,bullet_points_3_shot,A UN conference aimed at preventing the proliferation of nuclear weapons has ended in failure after a row over a nuclear-free Middle East proposal.,Egypt has blocked a plan to hold a regional conference on Israel's nuclear weapons stockpile.,1301,15,24
33935224,business,bullet_points_3_shot,"Fracking for shale gas in Wales should still be opposed despite plans to fast-track such schemes in England, the Welsh government has said.","The Welsh government has defended its support for fracking, saying it is ""unproven"" and ""unproven"".",1750,15,23
37638479,sport,bullet_points_3_shot,"For a man often described as capricious, Tyson Fury's chaotic reign as world heavyweight champion was strangely predictable.","Summary: 'I don't know what I'm doing,' says Fury.",8981,9,18
37512857,sport,bullet_points_3_shot,England coach Eddie Jones will name his 45-man Elite Player Squad squad ahead of the autumn Tests at 10:00 BST on Friday.,"England will have a number of players in their squad for the autumn Tests, according to the head coach of Wasps.",2590,21,22
33446602,entertainment,bullet_points_3_shot,A collection of paintings capturing the landscapes and legacy of life on the North East coast is going on display.,The first major exhibition of his paintings has been held in his hometown of North Shields.,1681,16,20
37799828,sport,bullet_points_3_shot,Hibernian's Neil Lennon believes Scott Brown retired too soon from Scotland duty and still has plenty to offer now he has decided to return.,Scotland manager Neil Lennon says Scott Brown's return to the Scotland squad is not a surprise.,2378,16,24
37250267,entertainment,bullet_points_3_shot,A buzzard has been rescued after becoming trapped between fencing and a wall in Gwynedd.,A buzzard has been freed from a fence after it was stuck in a fence.,301,15,15
38296460,business,bullet_points_3_shot,"Post Office workers will stage five days of strikes from Monday in a continuing dispute over jobs, pensions and branch closures, their union says.",The Post Office is to walk out of its WH Smith stores on Wednesday as part of a planned strike.,1249,20,24
38973171,politics,bullet_points_3_shot,The Ulster Unionist leader has denied he made a mistake by saying he intends to give the SDLP his second preference in the Assembly election.,The leader of the Ulster Unionist Party has said he would rather go in with Sinn Féin or the SDLP.,2563,20,25
39229366,tech,bullet_points_3_shot,Steroids and medicines with an estimated street value of some 2m euros (Â£1.7m) have been seized in Donegal.,A man has been arrested in Northern Ireland after a series of drug raids.,543,14,18
36836031,politics,bullet_points_3_shot,"Sinn FÃ©in leader Gerry Adams has said there is ""a need to be open and imaginative"" on new constitutional arrangements.",Northern Ireland's Stormont executive has called on all parties to discuss how best to achieve a united Ireland.,1648,18,20
37159611,sport,bullet_points_3_shot,"Morecambe must not get carried away despite sitting top of League Two, says Shrimps boss Jim Bentley.","Morecambe manager Paul Bentley says he is ""not too high and never too low"" after his side's 1-0 win over Rotherham.",1008,21,17
40399770,politics,bullet_points_3_shot,"Some demands set by four Arab states on Qatar in return for lifting sanctions will be ""difficult to meet"", US Secretary of State Rex Tillerson says.",US Secretary of State Rex Tillerson has urged Qatar to lower its rhetoric in response to a series of demands by the Gulf states.,3134,24,26
