id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words
34911128,tech,bullet_points_strict,"A shot was reportedly fired at a car outside a primary school in Liverpool as parents were taking their children inside, police have said.",A school shooting at a primary school in Merseyside is being investigated by police.,1172,14,24
38914203,politics,bullet_points_strict,A total of 228 candidates will contest the Northern Ireland Assembly election next month - 48 fewer than last time.,There are a total of 228 candidates in the assembly election in Northern Ireland.,901,14,20
37624408,business,bullet_points_strict,"With the value of the pound falling dramatically since Brexit, a ""flash crash"" last week when the currency lost 6% of its value against the dollar, and news on Tuesday that the pound had fallen again, when would be a good time to change those pounds to dollars?",The pound has fallen 18% against the dollar on the judgment that growth is likely to be stronger in the US than the UK.,2117,24,48
34631268,entertainment,bullet_points_strict,A philosophy student who wears vintage clothing has won a national contest for alternative models.,The winner of the Alternative Model of the Year contest has said she has always wanted to be a model.,995,20,15
36792661,politics,bullet_points_strict,Plans to move a statue depicting a Royal Marine in the Falklands conflict away from Portsmouth seafront have been criticised.,A statue of a Royal Marine marching across the Falklands during World War Two has been moved to a new museum site in Portsmouth.,1809,24,20
18298438,tech,bullet_points_strict,A suspected terrorist has been charged with breaching conditions imposed as part of the government's new terror monitoring powers.,A British man has appeared in court charged with breaching a terror prevention order.,1903,14,19
32032471,entertainment,bullet_points_strict,"In recent years, Hollywood remakes and re-imaginings of classic fairytales have come thick and fast - all darker, more adult versions of tales that originally appeared in cinemas.","Cinderella is a fairytale, not a modern version of Frozen.",4544,10,28
39847422,politics,bullet_points_strict,"Performers from 42 countries strode down a long red carpet near Ukraine's parliament this week, as a curtain-raiser to this year's Eurovision Song Contest.","Eurovision is a festival of sodom and gomorrah, a festival of sodom and gomorrah.",4879,14,24
12396322,entertainment,bullet_points_strict,It was 50 years ago today that The Beatles played their first gig at the Cavern Club in Liverpool - the venue where the band built their reputation and where Beatlemania was born.,The Beatles were the epitome of rebellion in Liverpool - they were the epitome of rebellion against authority.,3985,18,33
38052755,politics,bullet_points_strict,"South Africa's government has proposed a national minimum wage of 3,500 rand ($242; Â£199) a month.","South Africa has announced a proposed national minimum wage of at least 4,500 rand.",1915,14,16
19341954,politics,bullet_points_strict,The death of Ethiopian Prime Minister Meles Zenawi has thrown the populous Horn of Africa giant into a period of deep uncertainty and created a serious leadership vacuum in the region with profound geopolitical implications.,Ethiopia's Meles Zenawi has died at the age of 84.,7864,10,35
34218922,politics,bullet_points_strict,Two new councillors have been elected in a by-election in the City of Edinburgh.,A by-election has been held in the Leith Walk by-election in Edinburgh.,1356,12,14
37508085,business,bullet_points_strict,"Russia has said it will carry on bombing rebel-held eastern Aleppo in Syria, defying US demands to stop.",Russia has said it will continue to support the Syrian rebels after the partial ceasefire collapsed last week.,3241,18,18
38466964,politics,bullet_points_strict,"The expulsion of 35 Russian diplomats from the US over the email hacking scandal has drawn a barrage of abuse from Moscow, which seems poised to respond in kind.",The US administration has announced a new wave of sanctions against Russia.,4119,12,29
34218673,tech,bullet_points_strict,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,The West Sussex Fire and Rescue Service has said it has completed its work at the Shoreham Air Show.,2232,19,25
40191593,business,bullet_points_strict,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.",The chief of the NSA has said he is willing to testify about his interactions with President Trump.,3839,18,20
33144298,entertainment,bullet_points_strict,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,The Obamas have held a private party at the White House.,606,11,27
34833729,business,bullet_points_strict,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,"Derrygonnelly is a town in County Down, Northern Ireland.",172,9,17
39806255,entertainment,bullet_points_strict,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A video of a new vicar at a church has gone viral.,864,12,21
36043765,entertainment,bullet_points_strict,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,A grey seal has been freed after netting was tangled around its neck.,819,13,16
36101502,entertainment,bullet_points_strict,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,"""I'd rather die. That's how I feel sometimes.""",8441,8,28
35714830,business,bullet_points_strict,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",Exeter City have reported a profit of £1.642m after a £1.75m transfer to Swansea City.,1132,15,18
