id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words
37066439,sport,bullet_points_1_shot,Owain Doull has won Wales' first gold of the 2016 Olympics as he helped the Great Britain men's team pursuit defend their cycling title in Rio.,Great Britain's Mark Doull has won his first Olympic gold medal as he helped Great Britain beat Australia in the final of the women's road race at Rio 2016.,2573,29,26
40787080,tech,bullet_points_1_shot,"Floods in the western Indian state of Gujarat have killed 218 people, government officials have confirmed.","The death toll from floods in Gujarat state has risen to more than 100 people, officials say.",755,17,16
39192648,sport,bullet_points_1_shot,All images copyrighted.,The first wedding to be held on skis has taken place at a Scottish ski resort.,2058,16,3
27119429,business,bullet_points_1_shot,"Royal Bank of Scotland (RBS) has been fined HK$6m (£460,000) by Hong Kong regulators after it failed to detect a series of unauthorised transactions by one of its traders.",Hong Kong's Royal Bank of Scotland (RBS) has been fined a record amount by the Hong Kong Securities and Exchange Commission (HKSEC).,1574,22,29
38952672,politics,bullet_points_1_shot,"The Bafta awards had laughter, passion and plenty of politics.","The Baftas have been a huge success, and it's not just Meryl Streep who's winning the best actress award.",4391,19,10
40458642,sport,bullet_points_1_shot,"Of his last 30 matches in 2016, Andy Murray won 28 and lost just two.","Andy Murray has been a world number one for the past five years, but he hasn't won a single Wimbledon title this year.",4120,23,15
39935147,entertainment,bullet_points_1_shot,South African police say four people have been arrested in connection with the murder of former actor on popular local TV series Generations.,Police in South Africa are questioning a man who was shot dead in a drunken robbery.,601,16,23
34911128,tech,bullet_points_1_shot,"A shot was reportedly fired at a car outside a primary school in Liverpool as parents were taking their children inside, police have said.",A school shooting at a primary school in Merseyside is being investigated by police.,1163,14,24
32950992,sport,bullet_points_1_shot,Jessica Ennis-Hill has fallen from fourth to eighth place after six events at the Hypo-Meeting in Gotzis.,Great Britain's Katie Ennis-Hill has won her first heptathlon at the Gotzis Hypo-Meeting.,866,13,17
38772098,sport,bullet_points_1_shot,The Manor team have collapsed after administrators failed to find a buyer for the stricken business.,"The owners of Manor Racing have announced that they will no longer be able to run the team, despite the team's collapse.",3306,22,16
38914203,politics,bullet_points_1_shot,A total of 228 candidates will contest the Northern Ireland Assembly election next month - 48 fewer than last time.,There are a total of 228 candidates in the assembly election in Northern Ireland.,893,14,20
37624408,business,bullet_points_1_shot,"With the value of the pound falling dramatically since Brexit, a ""flash crash"" last week when the currency lost 6% of its value against the dollar, and news on Tuesday that the pound had fallen again, when would be a good time to change those pounds to dollars?",The BBC has asked readers to share their questions about the pound and the FTSE 100.,2104,16,48
34631268,entertainment,bullet_points_1_shot,A philosophy student who wears vintage clothing has won a national contest for alternative models.,The winner of the Alternative Model of the Year contest has said she has never thought she could be a model.,988,21,15
36792661,politics,bullet_points_1_shot,Plans to move a statue depicting a Royal Marine in the Falklands conflict away from Portsmouth seafront have been criticised.,A statue of a Royal Marine marching across the Falklands during the Falklands War has been voted down by a Portsmouth council.,1798,22,20
18298438,tech,bullet_points_1_shot,A suspected terrorist has been charged with breaching conditions imposed as part of the government's new terror monitoring powers.,A British man has appeared in court charged with breaching a terror prevention order.,1887,14,19
39064994,sport,bullet_points_1_shot,Sussex have appointed former player James Anyon as head coach of their women's side.,Sussex women's cricket coach Seamer Anyon has been appointed as the club's new head coach.,715,15,14
33826440,sport,bullet_points_1_shot,League One side Bury have signed former Barnsley defender Reece Brown on a six-month contract.,League One side Bury have re-signed midfielder Ben Brown on a two-year deal.,399,13,15
32032471,entertainment,bullet_points_1_shot,"In recent years, Hollywood remakes and re-imaginings of classic fairytales have come thick and fast - all darker, more adult versions of tales that originally appeared in cinemas.","Cinderella is a classic fairytale, but it's also a modern version of Frozen.",4518,13,28
39847422,politics,bullet_points_1_shot,"Performers from 42 countries strode down a long red carpet near Ukraine's parliament this week, as a curtain-raiser to this year's Eurovision Song Contest.","It's been a year since the Eurovision Song Contest was held in Kiev, Ukraine.",4849,14,24
12396322,entertainment,bullet_points_1_shot,It was 50 years ago today that The Beatles played their first gig at the Cavern Club in Liverpool - the venue where the band built their reputation and where Beatlemania was born.,"When Alex McKechnie first saw The Beatles at the Cavern in Liverpool, he thought they were the epitome of rebellion.",3965,20,33
38052755,politics,bullet_points_1_shot,"South Africa's government has proposed a national minimum wage of 3,500 rand ($242; Â£199) a month.","South Africa's government has proposed a national minimum wage of at least 4,500 rand.",1902,14,16
19341954,politics,bullet_points_1_shot,The death of Ethiopian Prime Minister Meles Zenawi has thrown the populous Horn of Africa giant into a period of deep uncertainty and created a serious leadership vacuum in the region with profound geopolitical implications.,The death of Ethiopia's former dictator Meles Zenawi has been a harrowing experience for many in the Horn of Africa.,7822,20,35
38435201,sport,bullet_points_1_shot,Azhar Ali's unbeaten 66 helped Pakistan to reach 142-4 against Australia on a rain-affected first day of the Boxing Day Test in Melbourne.,Azhar Azhar scored a century as Australia beat Pakistan by three wickets at the MCG to end a three-Test series.,871,20,23
34218922,politics,bullet_points_1_shot,Two new councillors have been elected in a by-election in the City of Edinburgh.,The SNP has won a seat in the Edinburgh North and Leith Walk by-election.,1345,14,14
37508085,business,bullet_points_1_shot,"Russia has said it will carry on bombing rebel-held eastern Aleppo in Syria, defying US demands to stop.","Russia's foreign ministry has said it is ""irrational"" to be sitting there trying to take things seriously in the context of the Syrian civil war.",3220,25,18
36376666,sport,bullet_points_1_shot,Wales Under-20 Grand Slam winners Shaun Evans and Dafydd Hughes have signed their first professional contracts with Scarlets.,Scarlets have signed Llandudno-born hooker Craig Hughes and Scarlets winger Ben Evans from Llandudno-born Scarlets.,473,15,18
38466964,politics,bullet_points_1_shot,"The expulsion of 35 Russian diplomats from the US over the email hacking scandal has drawn a barrage of abuse from Moscow, which seems poised to respond in kind.",US President Barack Obama has come out of the White House with a new wave of sanctions against Russia.,4103,19,29
39883016,politics,bullet_points_1_shot,Scrapping tuition fees in England is the biggest and most expensive proposal in Labour's £25bn worth of pledges for education.,Labour's manifesto says it is going for an all-or-nothing approach to university tuition.,5523,13,20
34218673,tech,bullet_points_1_shot,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,The West Sussex Fire and Rescue Service has said it has completed its work at the Shoreham Air Show.,2219,19,25
40191593,business,bullet_points_1_shot,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.","The director of the NSA has said he is ""not willing to share information"" with President Trump.",3816,17,20
33144298,entertainment,bullet_points_1_shot,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,"The Obamas have held a private party in New York, the White House has said.",601,15,27
34833729,business,bullet_points_1_shot,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,"Roads in County Down, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim, County Antrim",167,38,17
39976706,tech,bullet_points_1_shot,Approximately one in four of us will experience a mental health problem each year in England.,"If you've been struggling with mental health problems for a long time, you've probably been eating too much junk food.",5339,20,16
31864223,tech,bullet_points_1_shot,US investigators have closed an inquiry into whether To Kill A Mockingbird author Harper Lee was pressured into publishing a sequel.,"The publisher of To Kill a Mockingbird has announced that it will publish a new book, Go Set a Watchman.",1290,20,21
37546354,politics,bullet_points_1_shot,"The US has said it is suspending talks with Russia over Syria, accusing Moscow of having ""failed to live up"" to its commitments under a ceasefire deal.",The US has suspended talks between Russia and the Syrian government over the collapse of a ceasefire in northern Syria.,2761,20,27
36233379,politics,bullet_points_1_shot,"Labour's Sadiq Khan has been elected Mayor of London, becoming the city's first Muslim mayor.",London's first Muslim mayor has been elected to the London City Council.,3029,12,15
39806255,entertainment,bullet_points_1_shot,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,A video of a new vicar at a church in Hampshire has gone viral.,857,14,21
35425113,sport,bullet_points_1_shot,Manchester City midfielder Kevin de Bruyne says he will be out for about 10 weeks after injuring his right knee during Wednesday's League Cup semi-final victory over Everton.,Manchester City midfielder Kevin de Bruyne has apologised to Everton goalkeeper Joel Robles after he suffered a hamstring injury.,1185,19,28
37077138,tech,bullet_points_1_shot,"A 34-year-old woman who was injured in an attack by a knifeman on a Swiss train has died in hospital, police say.",A man has been killed in a knife attack on a train in the Swiss canton of St Gallen.,1107,19,22
37042796,tech,bullet_points_1_shot,"A ""reckless drone operator"" is being sought by police after reports of a ""near miss"" between a drone and plane.","A drone has flown close to a passenger aircraft as it flew in from London Stansted, police have said.",2086,19,20
36043765,entertainment,bullet_points_1_shot,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,A seal has been freed after being tangled in netting on a beach.,813,13,16
30095443,tech,bullet_points_1_shot,"A lifetime of diaries, letters and photographs of a man described as a cross between Indiana Jones, James Bond and Graham Greene has opened to the public.",An archive of a 20th century writer has been catalogued at the National Library of Scotland.,2058,16,27
34801085,politics,bullet_points_1_shot,Regional official Tim Roache has been elected to become the new general secretary of the GMB union.,The General Secretary of the GMB has been elected as the new general secretary of the union.,1041,17,17
36101502,entertainment,bullet_points_1_shot,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,"It's been a busy day for Laura Jones, but she's not afraid of the spotlight.",8387,15,28
31991181,sport,bullet_points_1_shot,"Newcastle midfielder Jonas Gutierrez says he feels ""born again"" following his return to Premier League action after overcoming testicular cancer.","Newcastle United midfielder Jonas Gutierrez says he is ""born again"" after being diagnosed with cancer.",2417,15,20
35714830,business,bullet_points_1_shot,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",Exeter City have reported a net profit of £1.7m after the sale of a player to Swansea City.,1126,18,18
40577419,sport,bullet_points_1_shot,Para-athlete Abdullah Hayayei died after a metal throwing cage fell on him during training.,Paralympic athlete Abdullah Hayayei has died after his throwing cage collapsed on his head.,2372,14,14
38671871,business,bullet_points_1_shot,"Manufacturers have reported positive business trends, in the latest survey from the Scottish Chambers of Commerce.","Scotland's economy remained positive in the final quarter of the year, according to the Chambers of Commerce.",2671,17,16
33682768,tech,bullet_points_1_shot,"The public inquiry into undercover policing may ""expose both creditable and discreditable conduct"", chairman Lord Justice Pitchford has warned.",A Home Office inquiry into undercover policing has been ordered by the Home Office.,5314,14,19
34594462,sport,bullet_points_1_shot,Reigning champions New Zealand are into their fourth World Cup final after slogging past South Africa in another Twickenham epic.,The All Blacks beat New Zealand to reach the World Cup quarter-finals with a thrilling victory over South Africa.,5301,19,20
32719212,tech,bullet_points_1_shot,A computer model of one of the world's tallest three-sided obelisks is being made to find out why it is falling apart.,The National Trust has completed a detailed survey of a tower which has been struck by lightning twice in its history.,1310,21,22
37427024,tech,bullet_points_1_shot,Profit jumped at Zara owner Inditex in the first half of the year as the firm opened new stores and invested in online.,"Inditex, the world's biggest clothing retailer, has reported a sharp rise in profits.",2209,13,23
38858289,entertainment,bullet_points_1_shot,"Lady Gaga is leading the pitch invasion at Sunday's Super Bowl, where she'll perform the all-important half-time show.",Gaga's Super Bowl show is one of the biggest in the history of the Super Bowl.,5279,16,18
40478071,business,bullet_points_1_shot,"A victim of the Rochdale grooming gang says the convictions were still ""not fazing"" Asian child sex abusers.","A woman who was abused by the Rochdale sex exploitation gang has said she is ""not bothering them"".",2590,18,18
36568118,business,bullet_points_1_shot,"John Lewis's Nottingham store is to remain closed longer than expected after 80,000 litres of hot water leaked from a ruptured heating pipe.","Water has flooded a shopping centre in London's City Centre, causing a ceiling to collapse.",573,15,23
39950399,tech,bullet_points_1_shot,"Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.","Net neutrality advocates are warning that bots are stealing personal data from websites to make them look more authentic, a study suggests.",3034,22,20
36269210,sport,bullet_points_1_shot,New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.,"Sale Sharks director of rugby Paul Cotton says there is ""nothing wrong"" with the club's new 10-man board.",2116,18,18
38128851,business,bullet_points_1_shot,Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.,"Disney's Moana has topped the US Thanksgiving box office, taking a record $7.8m (£7.8m) on its opening weekend.",1799,18,15
36852433,sport,bullet_points_1_shot,British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.,Britain's Johanna Konta reached the quarter-finals of the Australian Open with a 6-2 6-1 win over France's Angelique Kerber.,314,19,24
32188366,tech,bullet_points_1_shot,"Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet.",Two men have been taken to hospital after a robbery at a house in Dundee.,227,15,19
30632453,tech,bullet_points_1_shot,"The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists.",Scientists in Guinea say they have found a link between the Ebola virus and a tree stump where Emile used to play.,2637,22,39
38597885,sport,bullet_points_1_shot,Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.,"World number one Mark Bingham says he has ""no idea"" if his wife will give birth before his first-round game at the World Championships.",1078,24,18
38966888,business,bullet_points_1_shot,"Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided.",Plans to dismantle a section of a Grade ll pier have been approved by councillors.,751,15,19
23606507,politics,bullet_points_1_shot,A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.,A campaign to protect Oxford's skyline has launched a legal challenge to the University of Oxford's plans to build flats on the site.,2120,23,27
39055714,business,bullet_points_1_shot,Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.,"A primary school in Gloucestershire could be forced to cut its school day from September, according to a letter to parents.",2890,21,22
35485785,politics,bullet_points_1_shot,"The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis.","Liberia and the Democratic Republic of Congo are facing a risk of losing millions of people, according to a new study.",2681,21,16
34001040,tech,bullet_points_1_shot,"More human remains have been found near a motorway slip road in Shropshire, police have said.",Police are continuing to investigate the discovery of a skull near a roundabout in West Mercia.,861,16,16
37066389,sport,bullet_points_1_shot,Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.,Colombia's Lukas Dusmatov and Sergio Martinez won bronze in the men's featherweight final at the Rio Olympics.,515,17,17
36369346,business,bullet_points_1_shot,"University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute.",University staff at some of the UK's most prestigious universities are planning a walkout over a pay rise offered by the employers.,2343,22,19
28042625,business,bullet_points_1_shot,Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.,"East Dunbartonshire Council's plans to close a primary school have ""more holes than a colander"", the council has said.",2859,19,18
34787804,sport,bullet_points_1_shot,Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.,Japan international striker Kazuyoshi Miura has signed a two-year contract with the club.,1089,13,18
40543846,politics,bullet_points_1_shot,Clashes have broken out in Indian-administered Kashmir on the anniversary of the killing of a militant leader.,"Pakistani security forces have surrounded a village in the disputed Kashmir valley in the Indian-administered region, officials say.",1389,18,17
36607475,business,bullet_points_1_shot,Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.,"If the UK leaves the European Union, it will be the first time in a generation that the central banks will be able to intervene.",5216,25,19
36211762,sport,bullet_points_1_shot,Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.,Harlequins winger Nick Easter has left Sale to take up a teaching job at Wrekin College in Shropshire.,909,18,22
39782027,tech,bullet_points_1_shot,"The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal.",A health board investigation into the deaths of patients at a hospital ward has been launched.,2687,16,23
36103241,tech,bullet_points_1_shot,A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,A 26-year-old man has been jailed for a series of assaults in Londonderry.,776,13,20
30931494,sport,bullet_points_1_shot,The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.,US women's national soccer team coach Hope Solo has apologised to her team-mates after her husband was arrested on suspicion of driving under the influence.,1290,25,24
35844158,business,bullet_points_1_shot,A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.,Four men have admitted conspiracy to supply cocaine to a private equity firm.,1271,13,19
37246224,tech,bullet_points_1_shot,Officers who police Scotland's railways are to be armed with Tasers in a bid to increase security on the network.,"Tasers are to be introduced in Scotland as part of a ""proportionate response"" to the threat from international terrorism.",2910,19,20
37220139,business,bullet_points_1_shot,Scottish engineering services company ID Systems Ltd has announced plans to create 120 new jobs after securing a six-figure investment from UK Steel Enterprise (UKSE).,"UKSE has loaned £2m to a Glasgow-based steel company, ID Systems.",1212,11,25
38181168,sport,bullet_points_1_shot,"A Brazilian football player who survived a plane crash in Colombia on Monday is recovering and may be able to resume his career, his father says.","A Brazilian footballer who died in a plane crash in Colombia has been rescued, doctors say.",2882,16,26
38885462,entertainment,bullet_points_1_shot,"Actor and broadcaster Sir Tony Robinson has said plans for a tunnel near Stonehenge in Wiltshire are too ""old-fashioned"" in outlook.",A protest has taken place in Wiltshire against plans to build a tunnel at Stonehenge.,1757,15,21
29240782,business,bullet_points_1_shot,Everton marked their Europa League return with a dominant victory over Germans Wolfsburg at Goodison Park.,Everton beat Wolfsburg 2-0 at Goodison Park to reach the quarter-finals of the Europa League.,4455,15,16
39928191,business,bullet_points_1_shot,Scunthorpe midfielder Neal Bishop has signed a one-year contract extension.,League One side Wigan Athletic have sacked midfielder Paul Bishop after a disappointing season.,375,14,10
35952861,tech,bullet_points_1_shot,A man from Croydon has been charged with murder after the death of his partner last month.,A man has appeared in court charged with the murder of a woman.,363,13,17
21967739,tech,bullet_points_1_shot,"It's a sobering thought for all us carriers of the Y chromosome, but prostate cancer kills almost as many men every year as breast cancer does women.",It's a pity that prostate cancer has been neglected.,4320,9,27
39342460,sport,bullet_points_1_shot,The Premiership's top try scorer Christian Wade scored two tries as leaders Wasps moved five points clear with a bonus-point win over Worcester.,Wasps' Christian Wade scored a hat-trick as Worcester beat Worcester to reach the final of the Pro12 play-offs.,2564,18,23
32103205,politics,bullet_points_1_shot,"A Frenchwoman injured in the attack on Tunisia's national museum has died of her wounds, bringing the total killed in the assault by Islamists to 22.","French President Francois Hollande has said he is ""deeply saddened"" by the death of a Tunisian man who was killed in a raid on a Tunisian museum.",1190,27,26
37936530,politics,bullet_points_1_shot,Satellite images of Mosul have revealed how fighters from so-called Islamic State (IS) have destroyed much of the city's airport to render it unusable as Iraqi forces close in.,"The destruction of Mosul airport by Islamic State (IS) militants has left the airport worthless, according to satellite images.",2703,19,29
32112556,tech,bullet_points_1_shot,"Network Rail has promised to do ""everything in its power"" to stop a repeat of the rail chaos at Christmas when it carries out work over Easter.",Work on the Crossrail line between Reading and Paddington is expected to be completed by the end of the Easter break.,1147,21,27
34157697,tech,bullet_points_1_shot,Permission has been given for exploratory drilling for oil and gas in the Vale of Glamorgan.,Natural Resources Wales has approved a permit for exploratory drilling on a field in Swansea.,1302,15,16
32880098,business,bullet_points_1_shot,"Amazon, the global online retailer, is changing the way it records sales in a move that could see it paying more tax.","Amazon has announced that it will open a branch in the UK, Germany, Spain and Italy.",1375,16,22
35275918,politics,bullet_points_1_shot,"Junior doctors should suspend Tuesday's strike action over pay and conditions while talks continue, the chief medical officer for England has urged.",The head of junior doctors' union has called on the government to re-establish talks on a new contract.,1697,18,22
35926534,sport,bullet_points_1_shot,Oxford United have extended the loan of right-back Jonjoe Kenny from Premier League side Everton until the end of the season.,Oxford United have signed midfielder Ben Kenny on loan until the end of the season.,387,15,21
22006912,tech,bullet_points_1_shot,A further education college in Dorset has received more than £2.88m in government funding to renovate buildings on campus.,A school in Hampshire has been awarded £1.5m for a £1.5m project to improve its facilities.,1128,16,19
28374193,sport,bullet_points_1_shot,"The family of the former footballer Jeff Astle is to meet the FA chairman next month to discuss head injuries in the game, as part of their campaign.",The family of former West Brom striker Jeff Astle have been invited to a meeting to discuss head injuries and concussions.,1548,21,28
30689144,business,bullet_points_1_shot,These days it is not enough just to be a millionaire to count yourself as one of the super-rich - you need to be worth between $50-100m (£33m-£66m).,"The wealth gap between the rich and the poor in the world is growing sharply, according to a new study.",7643,20,28
39127657,sport,bullet_points_1_shot,Brothers Ben and Tom Curry have signed five-year contracts with Sale Sharks.,Sale Sharks have signed Sale Sharks winger Tom O'Toole on loan until the end of the season.,672,17,12
37666633,entertainment,bullet_points_1_shot,Police in Fife are searching for a man who was seen exposing himself in Dunfermline.,A 21-year-old man has been arrested on suspicion of attempted murder after a man was raped near a block of flats in London.,282,23,15
32856926,politics,bullet_points_1_shot,A UN conference aimed at preventing the proliferation of nuclear weapons has ended in failure after a row over a nuclear-free Middle East proposal.,Egypt has blocked a plan to hold a regional conference on Israel's nuclear weapons stockpile.,1301,15,24
33935224,business,bullet_points_1_shot,"Fracking for shale gas in Wales should still be opposed despite plans to fast-track such schemes in England, the Welsh government has said.","Fracking is ""unproven"" and ""unproven"", the Welsh government has said.",1750,10,23
37638479,sport,bullet_points_1_shot,"For a man often described as capricious, Tyson Fury's chaotic reign as world heavyweight champion was strangely predictable.",It's been a long time since Michael Fury's rematch with Klitschko.,8981,11,18
37512857,sport,bullet_points_1_shot,England coach Eddie Jones will name his 45-man Elite Player Squad squad ahead of the autumn Tests at 10:00 BST on Friday.,"England will have a number of players in their squad for the autumn Tests, says a Wasps boss.",2590,18,22
33446602,entertainment,bullet_points_1_shot,A collection of paintings capturing the landscapes and legacy of life on the North East coast is going on display.,The first major exhibition of his paintings has been held in his hometown of North Shields.,1681,16,20
37799828,sport,bullet_points_1_shot,Hibernian's Neil Lennon believes Scott Brown retired too soon from Scotland duty and still has plenty to offer now he has decided to return.,Scotland manager Neil Lennon says Scott Brown's return to the Scotland squad is not a surprise.,2378,16,24
37250267,entertainment,bullet_points_1_shot,A buzzard has been rescued after becoming trapped between fencing and a wall in Gwynedd.,A buzzard has been freed from a fence after it was stuck in a fence.,301,15,15
38296460,business,bullet_points_1_shot,"Post Office workers will stage five days of strikes from Monday in a continuing dispute over jobs, pensions and branch closures, their union says.",The Post Office is to stage a walkout to protest against plans to privatise its branch network.,1249,17,24
38973171,politics,bullet_points_1_shot,The Ulster Unionist leader has denied he made a mistake by saying he intends to give the SDLP his second preference in the Assembly election.,The leader of the Ulster Unionist Party has said he would rather go in with Sinn Féin or the SDLP.,2563,20,25
39229366,tech,bullet_points_1_shot,Steroids and medicines with an estimated street value of some 2m euros (Â£1.7m) have been seized in Donegal.,A man has been arrested in Northern Ireland after a series of drug raids in the Republic of Ireland.,543,19,18
36836031,politics,bullet_points_1_shot,"Sinn FÃ©in leader Gerry Adams has said there is ""a need to be open and imaginative"" on new constitutional arrangements.",Northern Ireland's Stormont executive has called on all parties to discuss how best to achieve a united Ireland.,1648,18,20
